Scenario,Parameter,ActualParameter,Replicate,RunIndex,Algorithm,ElapsedMs
sortedness,0.18,0.17125,5,1,I,141.242606
sortedness,0.18,0.17125,5,2,I,126.25467
sortedness,0.18,0.17125,5,3,I,125.64766
sortedness,0.18,0.17125,5,1,Q,116.497908
sortedness,0.18,0.17125,5,2,Q,112.036732
sortedness,0.18,0.17125,5,3,Q,108.970058
sortedness,0.18,0.17125,5,1,M,119.358605
sortedness,0.18,0.17125,5,2,M,110.666974
sortedness,0.18,0.17125,5,3,M,115.568451
sortedness,0.18,0.17125,5,1,H,107.939826
sortedness,0.18,0.17125,5,2,H,116.532955
sortedness,0.18,0.17125,5,3,H,116.711588
sortedness,0.18,0.17125,5,1,R,108.613544
sortedness,0.18,0.17125,5,2,R,114.887704
sortedness,0.18,0.17125,5,3,R,107.31159
sortedness,0.18,0.1845,6,1,I,129.653951
sortedness,0.18,0.1845,6,2,I,122.809906
sortedness,0.18,0.1845,6,3,I,122.140716
sortedness,0.18,0.1845,6,1,Q,114.498728
sortedness,0.18,0.1845,6,2,Q,112.145371
sortedness,0.18,0.1845,6,3,Q,110.212896
sortedness,0.18,0.1845,6,1,M,117.685577
sortedness,0.18,0.1845,6,2,M,109.14953
sortedness,0.18,0.1845,6,3,M,111.632424
sortedness,0.18,0.1845,6,1,H,111.030793
sortedness,0.18,0.1845,6,2,H,112.675971
sortedness,0.18,0.1845,6,3,H,115.909724
sortedness,0.18,0.1845,6,1,R,112.485276
sortedness,0.18,0.1845,6,2,R,112.454317
sortedness,0.18,0.1845,6,3,R,109.867373
sortedness,0.18,0.18225,7,1,I,130.098195
sortedness,0.18,0.18225,7,2,I,121.520495
sortedness,0.18,0.18225,7,3,I,127.417823
sortedness,0.18,0.18225,7,1,Q,108.851987
sortedness,0.18,0.18225,7,2,Q,124.691801
sortedness,0.18,0.18225,7,3,Q,109.219249
sortedness,0.18,0.18225,7,1,M,114.271278
sortedness,0.18,0.18225,7,2,M,116.31217
sortedness,0.18,0.18225,7,3,M,113.314654
sortedness,0.18,0.18225,7,1,H,111.166716
sortedness,0.18,0.18225,7,2,H,129.140892
sortedness,0.18,0.18225,7,3,H,167.691651
sortedness,0.18,0.18225,7,1,R,107.603665
sortedness,0.18,0.18225,7,2,R,112.024592
sortedness,0.18,0.18225,7,3,R,122.883401
sortedness,0.18,0.17,8,1,I,129.634
sortedness,0.18,0.17,8,2,I,132.035068
sortedness,0.18,0.17,8,3,I,149.997053
sortedness,0.18,0.17,8,1,Q,124.712818
sortedness,0.18,0.17,8,2,Q,135.657901
sortedness,0.18,0.17,8,3,Q,113.058504
sortedness,0.18,0.17,8,1,M,114.552192
sortedness,0.18,0.17,8,2,M,124.460794
sortedness,0.18,0.17,8,3,M,118.1957
sortedness,0.18,0.17,8,1,H,116.321249
sortedness,0.18,0.17,8,2,H,110.677662
sortedness,0.18,0.17,8,3,H,109.228719
sortedness,0.18,0.17,8,1,R,115.339136
sortedness,0.18,0.17,8,2,R,108.947566
sortedness,0.18,0.17,8,3,R,119.477921
sortedness,0.19,0.187,1,1,I,135.88055
sortedness,0.19,0.187,1,2,I,129.770225
sortedness,0.19,0.187,1,3,I,128.89104
sortedness,0.19,0.187,1,1,Q,114.734759
sortedness,0.19,0.187,1,2,Q,110.066161
sortedness,0.19,0.187,1,3,Q,114.852464
sortedness,0.19,0.187,1,1,M,112.384707
sortedness,0.19,0.187,1,2,M,125.979674
sortedness,0.19,0.187,1,3,M,133.763425
sortedness,0.19,0.187,1,1,H,120.230449
sortedness,0.19,0.187,1,2,H,119.930801
sortedness,0.19,0.187,1,3,H,123.948055
sortedness,0.19,0.187,1,1,R,115.636651
sortedness,0.19,0.187,1,2,R,112.38368
sortedness,0.19,0.187,1,3,R,113.757039
sortedness,0.19,0.1895,2,1,I,127.362089
sortedness,0.19,0.1895,2,2,I,122.915236
sortedness,0.19,0.1895,2,3,I,130.454316
sortedness,0.19,0.1895,2,1,Q,113.34369
sortedness,0.19,0.1895,2,2,Q,109.797851
sortedness,0.19,0.1895,2,3,Q,109.70187
sortedness,0.19,0.1895,2,1,M,110.362939
sortedness,0.19,0.1895,2,2,M,113.064664
sortedness,0.19,0.1895,2,3,M,109.272429
sortedness,0.19,0.1895,2,1,H,113.510377
sortedness,0.19,0.1895,2,2,H,109.327302
sortedness,0.19,0.1895,2,3,H,110.355725
sortedness,0.19,0.1895,2,1,R,116.875559
sortedness,0.19,0.1895,2,2,R,113.057157
sortedness,0.19,0.1895,2,3,R,108.269033
sortedness,0.19,0.18975,3,1,I,126.356044
sortedness,0.19,0.18975,3,2,I,137.655112
sortedness,0.19,0.18975,3,3,I,123.983232
sortedness,0.19,0.18975,3,1,Q,115.2241
sortedness,0.19,0.18975,3,2,Q,111.172379
sortedness,0.19,0.18975,3,3,Q,111.130946
sortedness,0.19,0.18975,3,1,M,109.989493
sortedness,0.19,0.18975,3,2,M,117.66157
sortedness,0.19,0.18975,3,3,M,117.101161
sortedness,0.19,0.18975,3,1,H,111.386782
sortedness,0.19,0.18975,3,2,H,108.446112
sortedness,0.19,0.18975,3,3,H,109.416308
sortedness,0.19,0.18975,3,1,R,110.448666
sortedness,0.19,0.18975,3,2,R,110.892712
sortedness,0.19,0.18975,3,3,R,109.623723
sortedness,0.19,0.1905,4,1,I,123.189866
sortedness,0.19,0.1905,4,2,I,126.14327
sortedness,0.19,0.1905,4,3,I,128.856114
sortedness,0.19,0.1905,4,1,Q,111.844503
sortedness,0.19,0.1905,4,2,Q,116.828277
sortedness,0.19,0.1905,4,3,Q,131.75434
sortedness,0.19,0.1905,4,1,M,122.769631
sortedness,0.19,0.1905,4,2,M,132.364139
sortedness,0.19,0.1905,4,3,M,115.361694
sortedness,0.19,0.1905,4,1,H,118.771556
sortedness,0.19,0.1905,4,2,H,125.647311
sortedness,0.19,0.1905,4,3,H,119.186441
sortedness,0.19,0.1905,4,1,R,116.417333
sortedness,0.19,0.1905,4,2,R,119.138284
sortedness,0.19,0.1905,4,3,R,119.491683
sortedness,0.19,0.1865,5,1,I,131.645048
sortedness,0.19,0.1865,5,2,I,132.862871
sortedness,0.19,0.1865,5,3,I,132.334438
sortedness,0.19,0.1865,5,1,Q,119.708019
sortedness,0.19,0.1865,5,2,Q,119.888034
sortedness,0.19,0.1865,5,3,Q,124.560311
sortedness,0.19,0.1865,5,1,M,122.407339
sortedness,0.19,0.1865,5,2,M,118.187825
sortedness,0.19,0.1865,5,3,M,116.313973
sortedness,0.19,0.1865,5,1,H,109.539253
sortedness,0.19,0.1865,5,2,H,110.774538
sortedness,0.19,0.1865,5,3,H,112.459751
sortedness,0.19,0.1865,5,1,R,108.327252
sortedness,0.19,0.1865,5,2,R,126.716866
sortedness,0.19,0.1865,5,3,R,108.60902
sortedness,0.19,0.185,6,1,I,122.039818
sortedness,0.19,0.185,6,2,I,122.237704
sortedness,0.19,0.185,6,3,I,121.439045
sortedness,0.19,0.185,6,1,Q,115.197482
sortedness,0.19,0.185,6,2,Q,108.910885
sortedness,0.19,0.185,6,3,Q,118.020771
sortedness,0.19,0.185,6,1,M,111.25159
sortedness,0.19,0.185,6,2,M,104.924404
sortedness,0.19,0.185,6,3,M,109.11894
sortedness,0.19,0.185,6,1,H,110.702629
sortedness,0.19,0.185,6,2,H,111.164926
sortedness,0.19,0.185,6,3,H,109.031187
sortedness,0.19,0.185,6,1,R,116.31378
sortedness,0.19,0.185,6,2,R,113.27717
sortedness,0.19,0.185,6,3,R,111.592525
sortedness,0.19,0.195,7,1,I,130.133757
sortedness,0.19,0.195,7,2,I,126.075956
sortedness,0.19,0.195,7,3,I,118.113756
sortedness,0.19,0.195,7,1,Q,119.383415
sortedness,0.19,0.195,7,2,Q,111.735646
sortedness,0.19,0.195,7,3,Q,111.509954
sortedness,0.19,0.195,7,1,M,117.555137
sortedness,0.19,0.195,7,2,M,113.741976
sortedness,0.19,0.195,7,3,M,115.196659
sortedness,0.19,0.195,7,1,H,108.266377
sortedness,0.19,0.195,7,2,H,111.425995
sortedness,0.19,0.195,7,3,H,109.106151
sortedness,0.19,0.195,7,1,R,109.385773
sortedness,0.19,0.195,7,2,R,111.397656
sortedness,0.19,0.195,7,3,R,110.023158
sortedness,0.19,0.19975,8,1,I,121.931681
sortedness,0.19,0.19975,8,2,I,127.258802
sortedness,0.19,0.19975,8,3,I,123.985709
sortedness,0.19,0.19975,8,1,Q,115.153605
sortedness,0.19,0.19975,8,2,Q,102.25156
sortedness,0.19,0.19975,8,3,Q,115.429921
sortedness,0.19,0.19975,8,1,M,110.814291
sortedness,0.19,0.19975,8,2,M,111.360184
sortedness,0.19,0.19975,8,3,M,112.881453
sortedness,0.19,0.19975,8,1,H,110.466311
sortedness,0.19,0.19975,8,2,H,112.514339
sortedness,0.19,0.19975,8,3,H,109.604588
sortedness,0.19,0.19975,8,1,R,113.779627
sortedness,0.19,0.19975,8,2,R,110.937987
sortedness,0.19,0.19975,8,3,R,112.939235
sortedness,0.2,0.19675,1,1,I,121.687708
sortedness,0.2,0.19675,1,2,I,124.715459
sortedness,0.2,0.19675,1,3,I,124.491956
sortedness,0.2,0.19675,1,1,Q,111.135729
sortedness,0.2,0.19675,1,2,Q,113.999305
sortedness,0.2,0.19675,1,3,Q,112.519913
sortedness,0.2,0.19675,1,1,M,109.600018
sortedness,0.2,0.19675,1,2,M,108.783531
sortedness,0.2,0.19675,1,3,M,106.836003
sortedness,0.2,0.19675,1,1,H,107.381119
sortedness,0.2,0.19675,1,2,H,109.899265
sortedness,0.2,0.19675,1,3,H,114.885985
sortedness,0.2,0.19675,1,1,R,113.597326
sortedness,0.2,0.19675,1,2,R,108.983636
sortedness,0.2,0.19675,1,3,R,112.712283
sortedness,0.2,0.20175,2,1,I,147.672883
sortedness,0.2,0.20175,2,2,I,132.405274
sortedness,0.2,0.20175,2,3,I,128.534523
sortedness,0.2,0.20175,2,1,Q,113.31606
sortedness,0.2,0.20175,2,2,Q,107.286216
sortedness,0.2,0.20175,2,3,Q,108.15652
sortedness,0.2,0.20175,2,1,M,110.325001
sortedness,0.2,0.20175,2,2,M,111.965844
sortedness,0.2,0.20175,2,3,M,108.285715
sortedness,0.2,0.20175,2,1,H,110.611866
sortedness,0.2,0.20175,2,2,H,104.657928
sortedness,0.2,0.20175,2,3,H,114.345557
sortedness,0.2,0.20175,2,1,R,110.276182
sortedness,0.2,0.20175,2,2,R,99.013935
sortedness,0.2,0.20175,2,3,R,103.81293
sortedness,0.2,0.1995,3,1,I,121.432907
sortedness,0.2,0.1995,3,2,I,124.278462
sortedness,0.2,0.1995,3,3,I,130.210565
sortedness,0.2,0.1995,3,1,Q,107.971988
sortedness,0.2,0.1995,3,2,Q,112.523756
sortedness,0.2,0.1995,3,3,Q,114.923821
sortedness,0.2,0.1995,3,1,M,118.030668
sortedness,0.2,0.1995,3,2,M,124.097798
sortedness,0.2,0.1995,3,3,M,125.208981
sortedness,0.2,0.1995,3,1,H,107.593058
sortedness,0.2,0.1995,3,2,H,130.400881
sortedness,0.2,0.1995,3,3,H,122.540219
sortedness,0.2,0.1995,3,1,R,122.241286
sortedness,0.2,0.1995,3,2,R,115.664182
sortedness,0.2,0.1995,3,3,R,122.802273
sortedness,0.2,0.19325,4,1,I,138.170113
sortedness,0.2,0.19325,4,2,I,125.18985
sortedness,0.2,0.19325,4,3,I,134.538987
sortedness,0.2,0.19325,4,1,Q,119.464058
sortedness,0.2,0.19325,4,2,Q,113.462327
sortedness,0.2,0.19325,4,3,Q,114.146325
sortedness,0.2,0.19325,4,1,M,116.44305
sortedness,0.2,0.19325,4,2,M,122.394449
sortedness,0.2,0.19325,4,3,M,121.202886
sortedness,0.2,0.19325,4,1,H,139.122317
sortedness,0.2,0.19325,4,2,H,130.807698
sortedness,0.2,0.19325,4,3,H,116.295308
sortedness,0.2,0.19325,4,1,R,119.549911
sortedness,0.2,0.19325,4,2,R,129.371542
sortedness,0.2,0.19325,4,3,R,128.703938
sortedness,0.2,0.1965,5,1,I,127.69061
sortedness,0.2,0.1965,5,2,I,127.788069
sortedness,0.2,0.1965,5,3,I,121.857198
sortedness,0.2,0.1965,5,1,Q,109.929403
sortedness,0.2,0.1965,5,2,Q,111.044968
sortedness,0.2,0.1965,5,3,Q,119.818418
sortedness,0.2,0.1965,5,1,M,113.220046
sortedness,0.2,0.1965,5,2,M,124.644754
sortedness,0.2,0.1965,5,3,M,100.540311
sortedness,0.2,0.1965,5,1,H,112.150483
sortedness,0.2,0.1965,5,2,H,121.894561
sortedness,0.2,0.1965,5,3,H,110.933888
sortedness,0.2,0.1965,5,1,R,114.972911
sortedness,0.2,0.1965,5,2,R,117.485984
sortedness,0.2,0.1965,5,3,R,111.892323
sortedness,0.2,0.2075,6,1,I,124.548236
sortedness,0.2,0.2075,6,2,I,124.889113
sortedness,0.2,0.2075,6,3,I,137.755063
sortedness,0.2,0.2075,6,1,Q,110.173116
sortedness,0.2,0.2075,6,2,Q,109.643651
sortedness,0.2,0.2075,6,3,Q,108.534304
sortedness,0.2,0.2075,6,1,M,122.973198
sortedness,0.2,0.2075,6,2,M,133.446557
sortedness,0.2,0.2075,6,3,M,133.623869
sortedness,0.2,0.2075,6,1,H,118.400561
sortedness,0.2,0.2075,6,2,H,109.901273
sortedness,0.2,0.2075,6,3,H,115.585043
sortedness,0.2,0.2075,6,1,R,110.712167
sortedness,0.2,0.2075,6,2,R,109.320406
sortedness,0.2,0.2075,6,3,R,97.586885
sortedness,0.2,0.197,7,1,I,122.768549
sortedness,0.2,0.197,7,2,I,129.572821
sortedness,0.2,0.197,7,3,I,121.237212
sortedness,0.2,0.197,7,1,Q,108.368533
sortedness,0.2,0.197,7,2,Q,113.572462
sortedness,0.2,0.197,7,3,Q,116.63338
sortedness,0.2,0.197,7,1,M,107.554351
sortedness,0.2,0.197,7,2,M,123.437276
sortedness,0.2,0.197,7,3,M,116.070929
sortedness,0.2,0.197,7,1,H,114.553052
sortedness,0.2,0.197,7,2,H,112.287889
sortedness,0.2,0.197,7,3,H,116.056521
sortedness,0.2,0.197,7,1,R,108.080404
sortedness,0.2,0.197,7,2,R,110.173399
sortedness,0.2,0.197,7,3,R,111.10501
sortedness,0.2,0.2085,8,1,I,121.628897
sortedness,0.2,0.2085,8,2,I,121.992324
sortedness,0.2,0.2085,8,3,I,133.223088
sortedness,0.2,0.2085,8,1,Q,111.485877
sortedness,0.2,0.2085,8,2,Q,107.422658
sortedness,0.2,0.2085,8,3,Q,123.330099
sortedness,0.2,0.2085,8,1,M,115.499101
sortedness,0.2,0.2085,8,2,M,110.317745
sortedness,0.2,0.2085,8,3,M,102.863661
sortedness,0.2,0.2085,8,1,H,118.410145
sortedness,0.2,0.2085,8,2,H,118.048125
sortedness,0.2,0.2085,8,3,H,110.719183
sortedness,0.2,0.2085,8,1,R,114.508796
sortedness,0.2,0.2085,8,2,R,108.81836
sortedness,0.2,0.2085,8,3,R,99.585691
sortedness,0.21,0.21725,1,1,I,126.044789
sortedness,0.21,0.21725,1,2,I,145.528571
sortedness,0.21,0.21725,1,3,I,126.245148
sortedness,0.21,0.21725,1,1,Q,130.813118
sortedness,0.21,0.21725,1,2,Q,113.05551
sortedness,0.21,0.21725,1,3,Q,124.86263
sortedness,0.21,0.21725,1,1,M,109.35405
sortedness,0.21,0.21725,1,2,M,108.661074
sortedness,0.21,0.21725,1,3,M,110.766696
sortedness,0.21,0.21725,1,1,H,99.756803
sortedness,0.21,0.21725,1,2,H,120.95985
sortedness,0.21,0.21725,1,3,H,109.688055
sortedness,0.21,0.21725,1,1,R,110.632611
sortedness,0.21,0.21725,1,2,R,110.781689
sortedness,0.21,0.21725,1,3,R,113.474182
sortedness,0.21,0.212,2,1,I,129.534072
sortedness,0.21,0.212,2,2,I,128.171067
sortedness,0.21,0.212,2,3,I,124.315812
sortedness,0.21,0.212,2,1,Q,115.61352
sortedness,0.21,0.212,2,2,Q,126.077949
sortedness,0.21,0.212,2,3,Q,116.283556
sortedness,0.21,0.212,2,1,M,112.873498
sortedness,0.21,0.212,2,2,M,122.154074
sortedness,0.21,0.212,2,3,M,118.918527
sortedness,0.21,0.212,2,1,H,123.334701
sortedness,0.21,0.212,2,2,H,121.839359
sortedness,0.21,0.212,2,3,H,124.072851
sortedness,0.21,0.212,2,1,R,117.236142
sortedness,0.21,0.212,2,2,R,115.943812
sortedness,0.21,0.212,2,3,R,107.05985
sortedness,0.21,0.2135,3,1,I,145.412863
sortedness,0.21,0.2135,3,2,I,141.08329
sortedness,0.21,0.2135,3,3,I,126.737316
sortedness,0.21,0.2135,3,1,Q,106.339253
sortedness,0.21,0.2135,3,2,Q,110.497153
sortedness,0.21,0.2135,3,3,Q,115.305975
sortedness,0.21,0.2135,3,1,M,111.808114
sortedness,0.21,0.2135,3,2,M,105.924225
sortedness,0.21,0.2135,3,3,M,119.427479
sortedness,0.21,0.2135,3,1,H,112.946996
sortedness,0.21,0.2135,3,2,H,113.855257
sortedness,0.21,0.2135,3,3,H,112.25177
sortedness,0.21,0.2135,3,1,R,110.05327
sortedness,0.21,0.2135,3,2,R,117.593033
sortedness,0.21,0.2135,3,3,R,102.107764
sortedness,0.21,0.19675,4,1,I,141.305631
sortedness,0.21,0.19675,4,2,I,138.306154
sortedness,0.21,0.19675,4,3,I,130.978961
sortedness,0.21,0.19675,4,1,Q,112.842993
sortedness,0.21,0.19675,4,2,Q,113.664435
sortedness,0.21,0.19675,4,3,Q,110.698277
sortedness,0.21,0.19675,4,1,M,126.150846
sortedness,0.21,0.19675,4,2,M,110.215572
sortedness,0.21,0.19675,4,3,M,113.645376
sortedness,0.21,0.19675,4,1,H,116.27512
sortedness,0.21,0.19675,4,2,H,110.370226
sortedness,0.21,0.19675,4,3,H,111.141879
sortedness,0.21,0.19675,4,1,R,112.84302
sortedness,0.21,0.19675,4,2,R,109.737894
sortedness,0.21,0.19675,4,3,R,109.737611
sortedness,0.21,0.21725,5,1,I,127.463868
sortedness,0.21,0.21725,5,2,I,128.913221
sortedness,0.21,0.21725,5,3,I,135.689448
sortedness,0.21,0.21725,5,1,Q,109.57911
sortedness,0.21,0.21725,5,2,Q,113.27271
sortedness,0.21,0.21725,5,3,Q,126.18225
sortedness,0.21,0.21725,5,1,M,121.974773
sortedness,0.21,0.21725,5,2,M,109.46153
sortedness,0.21,0.21725,5,3,M,109.163067
sortedness,0.21,0.21725,5,1,H,111.665731
sortedness,0.21,0.21725,5,2,H,111.680687
sortedness,0.21,0.21725,5,3,H,108.064226
sortedness,0.21,0.21725,5,1,R,115.324922
sortedness,0.21,0.21725,5,2,R,107.131732
sortedness,0.21,0.21725,5,3,R,110.500911
sortedness,0.21,0.2125,6,1,I,123.42066
sortedness,0.21,0.2125,6,2,I,127.977073
sortedness,0.21,0.2125,6,3,I,124.032792
sortedness,0.21,0.2125,6,1,Q,113.326003
sortedness,0.21,0.2125,6,2,Q,115.231143
sortedness,0.21,0.2125,6,3,Q,112.964402
sortedness,0.21,0.2125,6,1,M,113.739977
sortedness,0.21,0.2125,6,2,M,118.234086
sortedness,0.21,0.2125,6,3,M,115.910679
sortedness,0.21,0.2125,6,1,H,110.112374
sortedness,0.21,0.2125,6,2,H,113.90012
sortedness,0.21,0.2125,6,3,H,110.197743
sortedness,0.21,0.2125,6,1,R,110.712199
sortedness,0.21,0.2125,6,2,R,129.5591
sortedness,0.21,0.2125,6,3,R,116.645807
sortedness,0.21,0.20825,7,1,I,124.824231
sortedness,0.21,0.20825,7,2,I,123.608544
sortedness,0.21,0.20825,7,3,I,124.086504
sortedness,0.21,0.20825,7,1,Q,111.010883
sortedness,0.21,0.20825,7,2,Q,112.70326
sortedness,0.21,0.20825,7,3,Q,110.705198
sortedness,0.21,0.20825,7,1,M,110.580438
sortedness,0.21,0.20825,7,2,M,111.103847
sortedness,0.21,0.20825,7,3,M,109.272942
sortedness,0.21,0.20825,7,1,H,112.378263
sortedness,0.21,0.20825,7,2,H,110.890849
sortedness,0.21,0.20825,7,3,H,112.099103
sortedness,0.21,0.20825,7,1,R,113.889462
sortedness,0.21,0.20825,7,2,R,112.826893
sortedness,0.21,0.20825,7,3,R,116.052845
sortedness,0.21,0.214,8,1,I,132.013581
sortedness,0.21,0.214,8,2,I,134.985808
sortedness,0.21,0.214,8,3,I,128.978367
sortedness,0.21,0.214,8,1,Q,106.408478
sortedness,0.21,0.214,8,2,Q,109.65664
sortedness,0.21,0.214,8,3,Q,116.112133
sortedness,0.21,0.214,8,1,M,117.155193
sortedness,0.21,0.214,8,2,M,119.549367
sortedness,0.21,0.214,8,3,M,111.144958
sortedness,0.21,0.214,8,1,H,103.565567
sortedness,0.21,0.214,8,2,H,112.341519
sortedness,0.21,0.214,8,3,H,111.603031
sortedness,0.21,0.214,8,1,R,110.511592
sortedness,0.21,0.214,8,2,R,114.932223
sortedness,0.21,0.214,8,3,R,112.047037
sortedness,0.22,0.214,1,1,I,126.999876
sortedness,0.22,0.214,1,2,I,124.523238
sortedness,0.22,0.214,1,3,I,130.185307
sortedness,0.22,0.214,1,1,Q,112.753617
sortedness,0.22,0.214,1,2,Q,113.936173
sortedness,0.22,0.214,1,3,Q,101.203835
sortedness,0.22,0.214,1,1,M,112.217477
sortedness,0.22,0.214,1,2,M,112.565864
sortedness,0.22,0.214,1,3,M,115.165748
sortedness,0.22,0.214,1,1,H,118.734381
sortedness,0.22,0.214,1,2,H,114.12026
sortedness,0.22,0.214,1,3,H,127.301936
sortedness,0.22,0.214,1,1,R,112.026836
sortedness,0.22,0.214,1,2,R,115.542653
sortedness,0.22,0.214,1,3,R,109.643575
sortedness,0.22,0.2255,2,1,I,125.270014
sortedness,0.22,0.2255,2,2,I,127.268725
sortedness,0.22,0.2255,2,3,I,124.613508
sortedness,0.22,0.2255,2,1,Q,111.256519
sortedness,0.22,0.2255,2,2,Q,109.348774
sortedness,0.22,0.2255,2,3,Q,110.64301
sortedness,0.22,0.2255,2,1,M,113.746826
sortedness,0.22,0.2255,2,2,M,101.455668
sortedness,0.22,0.2255,2,3,M,112.396538
sortedness,0.22,0.2255,2,1,H,110.161848
sortedness,0.22,0.2255,2,2,H,115.107719
sortedness,0.22,0.2255,2,3,H,112.778062
sortedness,0.22,0.2255,2,1,R,113.914178
sortedness,0.22,0.2255,2,2,R,117.223233
sortedness,0.22,0.2255,2,3,R,115.743576
sortedness,0.22,0.22425,3,1,I,133.204993
sortedness,0.22,0.22425,3,2,I,128.306751
sortedness,0.22,0.22425,3,3,I,124.209672
sortedness,0.22,0.22425,3,1,Q,111.989665
sortedness,0.22,0.22425,3,2,Q,112.82806
sortedness,0.22,0.22425,3,3,Q,110.357325
sortedness,0.22,0.22425,3,1,M,109.38939
sortedness,0.22,0.22425,3,2,M,111.647666
sortedness,0.22,0.22425,3,3,M,111.862873
sortedness,0.22,0.22425,3,1,H,107.900851
sortedness,0.22,0.22425,3,2,H,110.124402
sortedness,0.22,0.22425,3,3,H,111.402685
sortedness,0.22,0.22425,3,1,R,102.665187
sortedness,0.22,0.22425,3,2,R,109.559087
sortedness,0.22,0.22425,3,3,R,115.341497
sortedness,0.22,0.2195,4,1,I,127.763138
sortedness,0.22,0.2195,4,2,I,124.892158
sortedness,0.22,0.2195,4,3,I,125.829993
sortedness,0.22,0.2195,4,1,Q,113.962952
sortedness,0.22,0.2195,4,2,Q,112.287136
sortedness,0.22,0.2195,4,3,Q,111.421738
sortedness,0.22,0.2195,4,1,M,116.5106
sortedness,0.22,0.2195,4,2,M,111.04593
sortedness,0.22,0.2195,4,3,M,111.359424
sortedness,0.22,0.2195,4,1,H,130.279341
sortedness,0.22,0.2195,4,2,H,111.024286
sortedness,0.22,0.2195,4,3,H,98.278882
sortedness,0.22,0.2195,4,1,R,115.072242
sortedness,0.22,0.2195,4,2,R,118.508134
sortedness,0.22,0.2195,4,3,R,115.170275
sortedness,0.22,0.22275,5,1,I,124.450314
sortedness,0.22,0.22275,5,2,I,123.612692
sortedness,0.22,0.22275,5,3,I,121.070665
sortedness,0.22,0.22275,5,1,Q,109.3809
sortedness,0.22,0.22275,5,2,Q,109.19748
sortedness,0.22,0.22275,5,3,Q,110.51147
sortedness,0.22,0.22275,5,1,M,111.402797
sortedness,0.22,0.22275,5,2,M,107.76682
sortedness,0.22,0.22275,5,3,M,110.539965
sortedness,0.22,0.22275,5,1,H,116.047204
sortedness,0.22,0.22275,5,2,H,113.091923
sortedness,0.22,0.22275,5,3,H,117.631396
sortedness,0.22,0.22275,5,1,R,105.313375
sortedness,0.22,0.22275,5,2,R,118.709467
sortedness,0.22,0.22275,5,3,R,115.786303
sortedness,0.22,0.20975,6,1,I,132.420383
sortedness,0.22,0.20975,6,2,I,127.99089
sortedness,0.22,0.20975,6,3,I,127.052204
sortedness,0.22,0.20975,6,1,Q,113.024013
sortedness,0.22,0.20975,6,2,Q,110.367075
sortedness,0.22,0.20975,6,3,Q,110.94309
sortedness,0.22,0.20975,6,1,M,120.497728
sortedness,0.22,0.20975,6,2,M,119.286425
sortedness,0.22,0.20975,6,3,M,122.043029
sortedness,0.22,0.20975,6,1,H,113.22884
sortedness,0.22,0.20975,6,2,H,117.831538
sortedness,0.22,0.20975,6,3,H,116.626791
sortedness,0.22,0.20975,6,1,R,111.983197
sortedness,0.22,0.20975,6,2,R,111.135267
sortedness,0.22,0.20975,6,3,R,110.715424
sortedness,0.22,0.217,7,1,I,122.600987
sortedness,0.22,0.217,7,2,I,123.986116
sortedness,0.22,0.217,7,3,I,125.087034
sortedness,0.22,0.217,7,1,Q,112.292833
sortedness,0.22,0.217,7,2,Q,114.702507
sortedness,0.22,0.217,7,3,Q,111.527259
sortedness,0.22,0.217,7,1,M,100.96289
sortedness,0.22,0.217,7,2,M,127.442269
sortedness,0.22,0.217,7,3,M,118.472399
sortedness,0.22,0.217,7,1,H,115.457671
sortedness,0.22,0.217,7,2,H,111.203264
sortedness,0.22,0.217,7,3,H,101.118451
sortedness,0.22,0.217,7,1,R,111.147651
sortedness,0.22,0.217,7,2,R,109.484768
sortedness,0.22,0.217,7,3,R,107.830748
sortedness,0.22,0.2245,8,1,I,123.652973
sortedness,0.22,0.2245,8,2,I,126.706572
sortedness,0.22,0.2245,8,3,I,140.314125
sortedness,0.22,0.2245,8,1,Q,105.59139
sortedness,0.22,0.2245,8,2,Q,127.630662
sortedness,0.22,0.2245,8,3,Q,110.320237
sortedness,0.22,0.2245,8,1,M,119.022509
sortedness,0.22,0.2245,8,2,M,119.972322
sortedness,0.22,0.2245,8,3,M,120.302188
sortedness,0.22,0.2245,8,1,H,122.469863
sortedness,0.22,0.2245,8,2,H,107.963679
sortedness,0.22,0.2245,8,3,H,116.335142
sortedness,0.22,0.2245,8,1,R,123.161648
sortedness,0.22,0.2245,8,2,R,112.665204
sortedness,0.22,0.2245,8,3,R,128.03671
sortedness,0.23,0.23175,1,1,I,124.30968
sortedness,0.23,0.23175,1,2,I,123.903987
sortedness,0.23,0.23175,1,3,I,130.156302
sortedness,0.23,0.23175,1,1,Q,114.239618
sortedness,0.23,0.23175,1,2,Q,116.601078
sortedness,0.23,0.23175,1,3,Q,102.038034
sortedness,0.23,0.23175,1,1,M,120.457417
sortedness,0.23,0.23175,1,2,M,115.697789
sortedness,0.23,0.23175,1,3,M,111.805194
sortedness,0.23,0.23175,1,1,H,127.934038
sortedness,0.23,0.23175,1,2,H,122.042476
sortedness,0.23,0.23175,1,3,H,115.65378
sortedness,0.23,0.23175,1,1,R,104.712133
sortedness,0.23,0.23175,1,2,R,116.430052
sortedness,0.23,0.23175,1,3,R,112.28398
sortedness,0.23,0.23475,2,1,I,126.401891
sortedness,0.23,0.23475,2,2,I,127.29447
sortedness,0.23,0.23475,2,3,I,133.493311
sortedness,0.23,0.23475,2,1,Q,117.613874
