Scenario,Parameter,ActualParameter,Replicate,RunIndex,Algorithm,ElapsedMs
duplicates,0.8,0.8,7,1,R,117.084287
duplicates,0.8,0.8,7,2,R,112.793977
duplicates,0.8,0.8,7,3,R,111.990279
duplicates,0.8,0.8,8,1,I,119.96736
duplicates,0.8,0.8,8,2,I,124.351144
duplicates,0.8,0.8,8,3,I,119.640207
duplicates,0.8,0.8,8,1,Q,115.826213
duplicates,0.8,0.8,8,2,Q,116.881043
duplicates,0.8,0.8,8,3,Q,129.189797
duplicates,0.8,0.8,8,1,M,116.146039
duplicates,0.8,0.8,8,2,M,124.548092
duplicates,0.8,0.8,8,3,M,127.124256
duplicates,0.8,0.8,8,1,H,112.038409
duplicates,0.8,0.8,8,2,H,110.218313
duplicates,0.8,0.8,8,3,H,112.149217
duplicates,0.8,0.8,8,1,R,114.362772
duplicates,0.8,0.8,8,2,R,109.716457
duplicates,0.8,0.8,8,3,R,111.282532
duplicates,0.81,0.81,1,1,I,115.264599
duplicates,0.81,0.81,1,2,I,126.167805
duplicates,0.81,0.81,1,3,I,123.245994
duplicates,0.81,0.81,1,1,Q,112.415068
duplicates,0.81,0.81,1,2,Q,112.074235
duplicates,0.81,0.81,1,3,Q,126.397494
duplicates,0.81,0.81,1,1,M,111.698112
duplicates,0.81,0.81,1,2,M,117.25944
duplicates,0.81,0.81,1,3,M,113.882916
duplicates,0.81,0.81,1,1,H,124.207033
duplicates,0.81,0.81,1,2,H,111.33395
duplicates,0.81,0.81,1,3,H,116.281495
duplicates,0.81,0.81,1,1,R,116.056609
duplicates,0.81,0.81,1,2,R,110.692785
duplicates,0.81,0.81,1,3,R,117.270538
duplicates,0.81,0.81,2,1,I,132.67804
duplicates,0.81,0.81,2,2,I,118.761426
duplicates,0.81,0.81,2,3,I,119.333038
duplicates,0.81,0.81,2,1,Q,120.722186
duplicates,0.81,0.81,2,2,Q,125.761665
duplicates,0.81,0.81,2,3,Q,116.362897
duplicates,0.81,0.81,2,1,M,108.741699
duplicates,0.81,0.81,2,2,M,122.257652
duplicates,0.81,0.81,2,3,M,114.020234
duplicates,0.81,0.81,2,1,H,114.456694
duplicates,0.81,0.81,2,2,H,109.868311
duplicates,0.81,0.81,2,3,H,137.013448
duplicates,0.81,0.81,2,1,R,128.567647
duplicates,0.81,0.81,2,2,R,116.679542
duplicates,0.81,0.81,2,3,R,110.123308
duplicates,0.81,0.81,3,1,I,121.193739
duplicates,0.81,0.81,3,2,I,124.776801
duplicates,0.81,0.81,3,3,I,133.90806
duplicates,0.81,0.81,3,1,Q,128.936792
duplicates,0.81,0.81,3,2,Q,118.695921
duplicates,0.81,0.81,3,3,Q,113.46636
duplicates,0.81,0.81,3,1,M,111.272885
duplicates,0.81,0.81,3,2,M,109.237183
duplicates,0.81,0.81,3,3,M,114.273549
duplicates,0.81,0.81,3,1,H,115.889902
duplicates,0.81,0.81,3,2,H,115.559447
duplicates,0.81,0.81,3,3,H,114.61704
duplicates,0.81,0.81,3,1,R,119.272107
duplicates,0.81,0.81,3,2,R,121.604478
duplicates,0.81,0.81,3,3,R,113.906804
duplicates,0.81,0.81,4,1,I,126.36906
duplicates,0.81,0.81,4,2,I,119.359585
duplicates,0.81,0.81,4,3,I,134.788071
duplicates,0.81,0.81,4,1,Q,117.957096
duplicates,0.81,0.81,4,2,Q,125.30031
duplicates,0.81,0.81,4,3,Q,113.419086
duplicates,0.81,0.81,4,1,M,123.219705
duplicates,0.81,0.81,4,2,M,124.669068
duplicates,0.81,0.81,4,3,M,110.384405
duplicates,0.81,0.81,4,1,H,111.956039
duplicates,0.81,0.81,4,2,H,121.228342
duplicates,0.81,0.81,4,3,H,116.820673
duplicates,0.81,0.81,4,1,R,113.419668
duplicates,0.81,0.81,4,2,R,120.727665
duplicates,0.81,0.81,4,3,R,121.807184
duplicates,0.81,0.81,5,1,I,127.029294
duplicates,0.81,0.81,5,2,I,131.085899
duplicates,0.81,0.81,5,3,I,123.981109
duplicates,0.81,0.81,5,1,Q,106.999447
duplicates,0.81,0.81,5,2,Q,109.838139
duplicates,0.81,0.81,5,3,Q,110.385868
duplicates,0.81,0.81,5,1,M,111.434822
duplicates,0.81,0.81,5,2,M,114.890055
duplicates,0.81,0.81,5,3,M,114.339287
duplicates,0.81,0.81,5,1,H,111.885618
duplicates,0.81,0.81,5,2,H,110.844517
duplicates,0.81,0.81,5,3,H,110.180893
duplicates,0.81,0.81,5,1,R,111.196188
duplicates,0.81,0.81,5,2,R,107.329002
duplicates,0.81,0.81,5,3,R,107.468928
duplicates,0.81,0.81,6,1,I,132.423535
duplicates,0.81,0.81,6,2,I,123.351452
duplicates,0.81,0.81,6,3,I,123.057525
duplicates,0.81,0.81,6,1,Q,118.338693
duplicates,0.81,0.81,6,2,Q,119.77642
duplicates,0.81,0.81,6,3,Q,112.062048
duplicates,0.81,0.81,6,1,M,112.443869
duplicates,0.81,0.81,6,2,M,114.699651
duplicates,0.81,0.81,6,3,M,114.150004
duplicates,0.81,0.81,6,1,H,114.441236
duplicates,0.81,0.81,6,2,H,112.993827
duplicates,0.81,0.81,6,3,H,112.646496
duplicates,0.81,0.81,6,1,R,101.253901
duplicates,0.81,0.81,6,2,R,110.878102
duplicates,0.81,0.81,6,3,R,114.213964
duplicates,0.81,0.81,7,1,I,139.332788
duplicates,0.81,0.81,7,2,I,124.088682
duplicates,0.81,0.81,7,3,I,124.284302
duplicates,0.81,0.81,7,1,Q,116.60858
duplicates,0.81,0.81,7,2,Q,112.089726
duplicates,0.81,0.81,7,3,Q,104.624029
duplicates,0.81,0.81,7,1,M,118.707079
duplicates,0.81,0.81,7,2,M,116.988325
duplicates,0.81,0.81,7,3,M,119.814486
duplicates,0.81,0.81,7,1,H,115.051712
duplicates,0.81,0.81,7,2,H,111.55347
duplicates,0.81,0.81,7,3,H,115.327119
duplicates,0.81,0.81,7,1,R,112.988399
duplicates,0.81,0.81,7,2,R,112.805064
duplicates,0.81,0.81,7,3,R,111.121003
duplicates,0.81,0.81,8,1,I,119.547736
duplicates,0.81,0.81,8,2,I,138.175093
duplicates,0.81,0.81,8,3,I,125.438103
duplicates,0.81,0.81,8,1,Q,116.713893
duplicates,0.81,0.81,8,2,Q,122.677359
duplicates,0.81,0.81,8,3,Q,114.506776
duplicates,0.81,0.81,8,1,M,111.654919
duplicates,0.81,0.81,8,2,M,113.564669
duplicates,0.81,0.81,8,3,M,109.060976
duplicates,0.81,0.81,8,1,H,111.826542
duplicates,0.81,0.81,8,2,H,118.480239
duplicates,0.81,0.81,8,3,H,112.667924
duplicates,0.81,0.81,8,1,R,108.32103
duplicates,0.81,0.81,8,2,R,113.170465
duplicates,0.81,0.81,8,3,R,109.665936
duplicates,0.82,0.82,1,1,I,125.174595
duplicates,0.82,0.82,1,2,I,122.198437
duplicates,0.82,0.82,1,3,I,128.273685
duplicates,0.82,0.82,1,1,Q,130.295205
duplicates,0.82,0.82,1,2,Q,113.141624
duplicates,0.82,0.82,1,3,Q,100.623569
duplicates,0.82,0.82,1,1,M,117.568457
duplicates,0.82,0.82,1,2,M,116.530313
duplicates,0.82,0.82,1,3,M,112.17216
duplicates,0.82,0.82,1,1,H,122.033424
duplicates,0.82,0.82,1,2,H,123.752333
duplicates,0.82,0.82,1,3,H,117.700531
duplicates,0.82,0.82,1,1,R,112.137547
duplicates,0.82,0.82,1,2,R,123.535905
duplicates,0.82,0.82,1,3,R,110.363014
duplicates,0.82,0.82,2,1,I,122.801563
duplicates,0.82,0.82,2,2,I,113.49828
duplicates,0.82,0.82,2,3,I,121.499415
duplicates,0.82,0.82,2,1,Q,109.758182
duplicates,0.82,0.82,2,2,Q,118.318964
duplicates,0.82,0.82,2,3,Q,118.834386
duplicates,0.82,0.82,2,1,M,115.504996
duplicates,0.82,0.82,2,2,M,97.975651
duplicates,0.82,0.82,2,3,M,111.302585
duplicates,0.82,0.82,2,1,H,112.739913
duplicates,0.82,0.82,2,2,H,115.384824
duplicates,0.82,0.82,2,3,H,116.079983
duplicates,0.82,0.82,2,1,R,109.499012
duplicates,0.82,0.82,2,2,R,115.725733
duplicates,0.82,0.82,2,3,R,112.305775
duplicates,0.82,0.82,3,1,I,119.702844
duplicates,0.82,0.82,3,2,I,118.533204
duplicates,0.82,0.82,3,3,I,123.102125
duplicates,0.82,0.82,3,1,Q,110.771232
duplicates,0.82,0.82,3,2,Q,114.695733
duplicates,0.82,0.82,3,3,Q,113.421301
duplicates,0.82,0.82,3,1,M,112.747927
duplicates,0.82,0.82,3,2,M,112.267089
duplicates,0.82,0.82,3,3,M,106.362494
duplicates,0.82,0.82,3,1,H,112.805328
duplicates,0.82,0.82,3,2,H,113.114861
duplicates,0.82,0.82,3,3,H,113.598721
duplicates,0.82,0.82,3,1,R,115.86187
duplicates,0.82,0.82,3,2,R,116.719744
duplicates,0.82,0.82,3,3,R,112.819328
duplicates,0.82,0.82,4,1,I,125.075103
duplicates,0.82,0.82,4,2,I,133.804599
duplicates,0.82,0.82,4,3,I,109.462995
duplicates,0.82,0.82,4,1,Q,113.824267
duplicates,0.82,0.82,4,2,Q,108.111847
duplicates,0.82,0.82,4,3,Q,113.707384
duplicates,0.82,0.82,4,1,M,111.960491
duplicates,0.82,0.82,4,2,M,116.723483
duplicates,0.82,0.82,4,3,M,108.840815
duplicates,0.82,0.82,4,1,H,111.123336
duplicates,0.82,0.82,4,2,H,114.235515
duplicates,0.82,0.82,4,3,H,122.759013
duplicates,0.82,0.82,4,1,R,109.550752
duplicates,0.82,0.82,4,2,R,110.498646
duplicates,0.82,0.82,4,3,R,108.845456
duplicates,0.82,0.82,5,1,I,119.103725
duplicates,0.82,0.82,5,2,I,121.831598
duplicates,0.82,0.82,5,3,I,123.687978
duplicates,0.82,0.82,5,1,Q,114.89565
duplicates,0.82,0.82,5,2,Q,115.128695
duplicates,0.82,0.82,5,3,Q,110.434141
duplicates,0.82,0.82,5,1,M,113.904299
duplicates,0.82,0.82,5,2,M,119.389672
duplicates,0.82,0.82,5,3,M,113.55126
duplicates,0.82,0.82,5,1,H,113.674722
duplicates,0.82,0.82,5,2,H,110.368674
duplicates,0.82,0.82,5,3,H,111.351875
duplicates,0.82,0.82,5,1,R,112.536485
duplicates,0.82,0.82,5,2,R,114.044251
duplicates,0.82,0.82,5,3,R,113.240515
duplicates,0.82,0.82,6,1,I,120.142533
duplicates,0.82,0.82,6,2,I,137.741598
duplicates,0.82,0.82,6,3,I,123.709555
duplicates,0.82,0.82,6,1,Q,114.579988
duplicates,0.82,0.82,6,2,Q,112.085714
duplicates,0.82,0.82,6,3,Q,121.158525
duplicates,0.82,0.82,6,1,M,112.174009
duplicates,0.82,0.82,6,2,M,110.450795
duplicates,0.82,0.82,6,3,M,114.574432
duplicates,0.82,0.82,6,1,H,116.922012
duplicates,0.82,0.82,6,2,H,128.923724
duplicates,0.82,0.82,6,3,H,121.552276
duplicates,0.82,0.82,6,1,R,109.388442
duplicates,0.82,0.82,6,2,R,115.897845
duplicates,0.82,0.82,6,3,R,115.227614
duplicates,0.82,0.82,7,1,I,132.121395
duplicates,0.82,0.82,7,2,I,120.622016
duplicates,0.82,0.82,7,3,I,122.735537
duplicates,0.82,0.82,7,1,Q,125.111685
duplicates,0.82,0.82,7,2,Q,111.902661
duplicates,0.82,0.82,7,3,Q,119.682523
duplicates,0.82,0.82,7,1,M,110.403923
duplicates,0.82,0.82,7,2,M,118.833479
duplicates,0.82,0.82,7,3,M,101.471174
duplicates,0.82,0.82,7,1,H,123.342944
duplicates,0.82,0.82,7,2,H,110.214857
duplicates,0.82,0.82,7,3,H,108.271065
duplicates,0.82,0.82,7,1,R,112.231078
duplicates,0.82,0.82,7,2,R,116.097132
duplicates,0.82,0.82,7,3,R,115.325837
duplicates,0.82,0.82,8,1,I,120.312897
duplicates,0.82,0.82,8,2,I,119.707249
duplicates,0.82,0.82,8,3,I,119.649004
duplicates,0.82,0.82,8,1,Q,110.288068
duplicates,0.82,0.82,8,2,Q,118.393668
duplicates,0.82,0.82,8,3,Q,110.56069
duplicates,0.82,0.82,8,1,M,114.88555
duplicates,0.82,0.82,8,2,M,109.735388
duplicates,0.82,0.82,8,3,M,113.202002
duplicates,0.82,0.82,8,1,H,113.279067
duplicates,0.82,0.82,8,2,H,116.580606
duplicates,0.82,0.82,8,3,H,110.471999
duplicates,0.82,0.82,8,1,R,101.606609
duplicates,0.82,0.82,8,2,R,110.372455
duplicates,0.82,0.82,8,3,R,113.092428
duplicates,0.83,0.83,1,1,I,122.727699
duplicates,0.83,0.83,1,2,I,120.218247
duplicates,0.83,0.83,1,3,I,126.511215
duplicates,0.83,0.83,1,1,Q,115.255131
duplicates,0.83,0.83,1,2,Q,117.990259
duplicates,0.83,0.83,1,3,Q,118.475705
duplicates,0.83,0.83,1,1,M,114.449093
duplicates,0.83,0.83,1,2,M,111.858854
duplicates,0.83,0.83,1,3,M,121.142888
duplicates,0.83,0.83,1,1,H,109.132856
duplicates,0.83,0.83,1,2,H,101.025751
duplicates,0.83,0.83,1,3,H,119.2213
duplicates,0.83,0.83,1,1,R,115.104022
duplicates,0.83,0.83,1,2,R,116.837753
duplicates,0.83,0.83,1,3,R,122.350621
duplicates,0.83,0.83,2,1,I,125.384855
duplicates,0.83,0.83,2,2,I,122.51438
duplicates,0.83,0.83,2,3,I,124.77514
duplicates,0.83,0.83,2,1,Q,110.599329
duplicates,0.83,0.83,2,2,Q,116.42879
duplicates,0.83,0.83,2,3,Q,111.374854
duplicates,0.83,0.83,2,1,M,119.936069
duplicates,0.83,0.83,2,2,M,146.833465
duplicates,0.83,0.83,2,3,M,108.036832
duplicates,0.83,0.83,2,1,H,121.07642
duplicates,0.83,0.83,2,2,H,120.331632
duplicates,0.83,0.83,2,3,H,116.890163
duplicates,0.83,0.83,2,1,R,115.798651
duplicates,0.83,0.83,2,2,R,125.420112
duplicates,0.83,0.83,2,3,R,111.923307
duplicates,0.83,0.83,3,1,I,118.492181
duplicates,0.83,0.83,3,2,I,125.095421
duplicates,0.83,0.83,3,3,I,120.306985
duplicates,0.83,0.83,3,1,Q,125.282292
duplicates,0.83,0.83,3,2,Q,113.280363
duplicates,0.83,0.83,3,3,Q,111.485555
duplicates,0.83,0.83,3,1,M,126.271293
duplicates,0.83,0.83,3,2,M,123.997758
duplicates,0.83,0.83,3,3,M,115.170077
duplicates,0.83,0.83,3,1,H,113.239644
duplicates,0.83,0.83,3,2,H,114.394556
duplicates,0.83,0.83,3,3,H,114.031737
duplicates,0.83,0.83,3,1,R,111.639133
duplicates,0.83,0.83,3,2,R,112.512805
duplicates,0.83,0.83,3,3,R,118.273273
duplicates,0.83,0.83,4,1,I,125.715939
duplicates,0.83,0.83,4,2,I,127.621098
duplicates,0.83,0.83,4,3,I,135.860159
duplicates,0.83,0.83,4,1,Q,113.570277
duplicates,0.83,0.83,4,2,Q,118.398845
duplicates,0.83,0.83,4,3,Q,112.257537
duplicates,0.83,0.83,4,1,M,110.967523
duplicates,0.83,0.83,4,2,M,113.399733
duplicates,0.83,0.83,4,3,M,109.709086
duplicates,0.83,0.83,4,1,H,119.702427
duplicates,0.83,0.83,4,2,H,114.036241
duplicates,0.83,0.83,4,3,H,113.964741
duplicates,0.83,0.83,4,1,R,114.88356
duplicates,0.83,0.83,4,2,R,114.399091
duplicates,0.83,0.83,4,3,R,111.273657
duplicates,0.83,0.83,5,1,I,124.788265
duplicates,0.83,0.83,5,2,I,122.992599
duplicates,0.83,0.83,5,3,I,125.070095
duplicates,0.83,0.83,5,1,Q,113.995351
duplicates,0.83,0.83,5,2,Q,137.03266
duplicates,0.83,0.83,5,3,Q,133.668906
duplicates,0.83,0.83,5,1,M,117.026713
duplicates,0.83,0.83,5,2,M,129.833299
duplicates,0.83,0.83,5,3,M,120.615391
duplicates,0.83,0.83,5,1,H,124.987231
duplicates,0.83,0.83,5,2,H,116.598255
duplicates,0.83,0.83,5,3,H,113.24667
duplicates,0.83,0.83,5,1,R,98.576393
duplicates,0.83,0.83,5,2,R,112.212899
duplicates,0.83,0.83,5,3,R,114.832653
duplicates,0.83,0.83,6,1,I,120.844018
duplicates,0.83,0.83,6,2,I,126.892835
duplicates,0.83,0.83,6,3,I,126.134956
duplicates,0.83,0.83,6,1,Q,115.705541
duplicates,0.83,0.83,6,2,Q,112.764361
duplicates,0.83,0.83,6,3,Q,112.422511
duplicates,0.83,0.83,6,1,M,102.747829
duplicates,0.83,0.83,6,2,M,114.738187
duplicates,0.83,0.83,6,3,M,112.590228
duplicates,0.83,0.83,6,1,H,113.326898
duplicates,0.83,0.83,6,2,H,120.209147
duplicates,0.83,0.83,6,3,H,117.394516
duplicates,0.83,0.83,6,1,R,112.873989
duplicates,0.83,0.83,6,2,R,118.734679
duplicates,0.83,0.83,6,3,R,110.705892
duplicates,0.83,0.83,7,1,I,121.513956
duplicates,0.83,0.83,7,2,I,138.992958
duplicates,0.83,0.83,7,3,I,121.668686
duplicates,0.83,0.83,7,1,Q,99.110399
duplicates,0.83,0.83,7,2,Q,112.772469
duplicates,0.83,0.83,7,3,Q,115.245974
duplicates,0.83,0.83,7,1,M,113.473018
duplicates,0.83,0.83,7,2,M,113.707215
duplicates,0.83,0.83,7,3,M,109.959862
duplicates,0.83,0.83,7,1,H,113.987414
duplicates,0.83,0.83,7,2,H,110.558583
duplicates,0.83,0.83,7,3,H,107.468734
duplicates,0.83,0.83,7,1,R,112.876926
duplicates,0.83,0.83,7,2,R,112.736286
duplicates,0.83,0.83,7,3,R,111.064026
duplicates,0.83,0.83,8,1,I,123.363786
duplicates,0.83,0.83,8,2,I,119.197226
duplicates,0.83,0.83,8,3,I,127.808112
duplicates,0.83,0.83,8,1,Q,110.357255
duplicates,0.83,0.83,8,2,Q,107.552726
duplicates,0.83,0.83,8,3,Q,118.054824
duplicates,0.83,0.83,8,1,M,118.100822
duplicates,0.83,0.83,8,2,M,118.56881
duplicates,0.83,0.83,8,3,M,110.455246
duplicates,0.83,0.83,8,1,H,109.122255
duplicates,0.83,0.83,8,2,H,107.73027
duplicates,0.83,0.83,8,3,H,120.723693
duplicates,0.83,0.83,8,1,R,110.706376
duplicates,0.83,0.83,8,2,R,113.435323
duplicates,0.83,0.83,8,3,R,109.121605
duplicates,0.84,0.84,1,1,I,116.888815
duplicates,0.84,0.84,1,2,I,124.900275
duplicates,0.84,0.84,1,3,I,121.093009
duplicates,0.84,0.84,1,1,Q,109.365126
duplicates,0.84,0.84,1,2,Q,111.828667
duplicates,0.84,0.84,1,3,Q,115.36012
duplicates,0.84,0.84,1,1,M,111.001777
duplicates,0.84,0.84,1,2,M,111.07209
duplicates,0.84,0.84,1,3,M,109.35443
duplicates,0.84,0.84,1,1,H,117.265447
duplicates,0.84,0.84,1,2,H,111.064735
duplicates,0.84,0.84,1,3,H,112.898835
duplicates,0.84,0.84,1,1,R,119.936507
duplicates,0.84,0.84,1,2,R,109.499966
duplicates,0.84,0.84,1,3,R,115.411833
duplicates,0.84,0.84,2,1,I,120.987105
duplicates,0.84,0.84,2,2,I,117.675225
duplicates,0.84,0.84,2,3,I,116.006766
duplicates,0.84,0.84,2,1,Q,109.0921
duplicates,0.84,0.84,2,2,Q,110.188799
duplicates,0.84,0.84,2,3,Q,110.856327
duplicates,0.84,0.84,2,1,M,108.963992
duplicates,0.84,0.84,2,2,M,113.727188
duplicates,0.84,0.84,2,3,M,108.392172
duplicates,0.84,0.84,2,1,H,112.049204
duplicates,0.84,0.84,2,2,H,107.60228
duplicates,0.84,0.84,2,3,H,109.89754
duplicates,0.84,0.84,2,1,R,109.668539
duplicates,0.84,0.84,2,2,R,113.409441
duplicates,0.84,0.84,2,3,R,109.504986
duplicates,0.84,0.84,3,1,I,124.200447
duplicates,0.84,0.84,3,2,I,138.362811
duplicates,0.84,0.84,3,3,I,125.157082
duplicates,0.84,0.84,3,1,Q,115.033767
duplicates,0.84,0.84,3,2,Q,115.468314
duplicates,0.84,0.84,3,3,Q,118.819216
duplicates,0.84,0.84,3,1,M,113.231496
duplicates,0.84,0.84,3,2,M,116.690747
duplicates,0.84,0.84,3,3,M,120.876134
duplicates,0.84,0.84,3,1,H,114.370191
duplicates,0.84,0.84,3,2,H,114.028799
duplicates,0.84,0.84,3,3,H,110.602352
duplicates,0.84,0.84,3,1,R,109.69412
duplicates,0.84,0.84,3,2,R,116.373653
duplicates,0.84,0.84,3,3,R,117.674281
duplicates,0.84,0.84,4,1,I,126.495368
duplicates,0.84,0.84,4,2,I,118.237077
duplicates,0.84,0.84,4,3,I,116.733215
duplicates,0.84,0.84,4,1,Q,111.572726
duplicates,0.84,0.84,4,2,Q,110.743193
duplicates,0.84,0.84,4,3,Q,116.514114
duplicates,0.84,0.84,4,1,M,116.819737
duplicates,0.84,0.84,4,2,M,98.950145
duplicates,0.84,0.84,4,3,M,110.100029
duplicates,0.84,0.84,4,1,H,110.729946
duplicates,0.84,0.84,4,2,H,112.108333
duplicates,0.84,0.84,4,3,H,114.764143
duplicates,0.84,0.84,4,1,R,111.138882
duplicates,0.84,0.84,4,2,R,112.611195
duplicates,0.84,0.84,4,3,R,111.098018
duplicates,0.84,0.84,5,1,I,117.810972
duplicates,0.84,0.84,5,2,I,120.412678
duplicates,0.84,0.84,5,3,I,118.54763
duplicates,0.84,0.84,5,1,Q,111.600495
duplicates,0.84,0.84,5,2,Q,111.720948
duplicates,0.84,0.84,5,3,Q,111.198667
duplicates,0.84,0.84,5,1,M,110.153959
duplicates,0.84,0.84,5,2,M,115.612261
duplicates,0.84,0.84,5,3,M,103.036629
duplicates,0.84,0.84,5,1,H,128.170745
duplicates,0.84,0.84,5,2,H,119.833129
duplicates,0.84,0.84,5,3,H,112.151695
duplicates,0.84,0.84,5,1,R,107.550472
duplicates,0.84,0.84,5,2,R,109.92699
duplicates,0.84,0.84,5,3,R,114.336692
duplicates,0.84,0.84,6,1,I,122.496329
duplicates,0.84,0.84,6,2,I,118.888238
duplicates,0.84,0.84,6,3,I,120.536463
duplicates,0.84,0.84,6,1,Q,115.404323
duplicates,0.84,0.84,6,2,Q,111.372739
duplicates,0.84,0.84,6,3,Q,110.792194
duplicates,0.84,0.84,6,1,M,111.38102
duplicates,0.84,0.84,6,2,M,112.169076
duplicates,0.84,0.84,6,3,M,110.276842
duplicates,0.84,0.84,6,1,H,108.512763
duplicates,0.84,0.84,6,2,H,112.506148
duplicates,0.84,0.84,6,3,H,107.679932
duplicates,0.84,0.84,6,1,R,112.54807
duplicates,0.84,0.84,6,2,R,110.147012
duplicates,0.84,0.84,6,3,R,109.375894
duplicates,0.84,0.84,7,1,I,119.889368
duplicates,0.84,0.84,7,2,I,118.940208
duplicates,0.84,0.84,7,3,I,131.901154
duplicates,0.84,0.84,7,1,Q,124.135835
duplicates,0.84,0.84,7,2,Q,109.232286
duplicates,0.84,0.84,7,3,Q,124.268353
duplicates,0.84,0.84,7,1,M,124.748801
duplicates,0.84,0.84,7,2,M,113.062778
duplicates,0.84,0.84,7,3,M,124.115426
duplicates,0.84,0.84,7,1,H,118.946938
duplicates,0.84,0.84,7,2,H,117.434019
duplicates,0.84,0.84,7,3,H,114.223734
duplicates,0.84,0.84,7,1,R,111.388437
duplicates,0.84,0.84,7,2,R,115.205399
duplicates,0.84,0.84,7,3,R,116.543086
duplicates,0.84,0.84,8,1,I,120.560832
duplicates,0.84,0.84,8,2,I,131.829247
duplicates,0.84,0.84,8,3,I,127.625073
duplicates,0.84,0.84,8,1,Q,114.233872
duplicates,0.84,0.84,8,2,Q,110.313046
duplicates,0.84,0.84,8,3,Q,113.336886
duplicates,0.84,0.84,8,1,M,110.520707
duplicates,0.84,0.84,8,2,M,108.96764
duplicates,0.84,0.84,8,3,M,112.351484
duplicates,0.84,0.84,8,1,H,108.713026
duplicates,0.84,0.84,8,2,H,129.073547
duplicates,0.84,0.84,8,3,H,112.582608
duplicates,0.84,0.84,8,1,R,125.048832
duplicates,0.84,0.84,8,2,R,111.211737
duplicates,0.84,0.84,8,3,R,111.995934
duplicates,0.85,0.85,1,1,I,121.657304
duplicates,0.85,0.85,1,2,I,121.980909
duplicates,0.85,0.85,1,3,I,119.322476
duplicates,0.85,0.85,1,1,Q,110.769346
duplicates,0.85,0.85,1,2,Q,112.789443
duplicates,0.85,0.85,1,3,Q,114.079801
duplicates,0.85,0.85,1,1,M,114.341244
duplicates,0.85,0.85,1,2,M,113.31223
duplicates,0.85,0.85,1,3,M,109.321118
duplicates,0.85,0.85,1,1,H,111.762564
duplicates,0.85,0.85,1,2,H,113.944533
duplicates,0.85,0.85,1,3,H,115.220273
duplicates,0.85,0.85,1,1,R,108.891817
duplicates,0.85,0.85,1,2,R,110.958652
duplicates,0.85,0.85,1,3,R,115.642609
duplicates,0.85,0.85,2,1,I,117.837992
duplicates,0.85,0.85,2,2,I,120.533217
duplicates,0.85,0.85,2,3,I,119.685782
duplicates,0.85,0.85,2,1,Q,111.327488
duplicates,0.85,0.85,2,2,Q,112.181779
duplicates,0.85,0.85,2,3,Q,115.218157
duplicates,0.85,0.85,2,1,M,112.763807
duplicates,0.85,0.85,2,2,M,117.391684
duplicates,0.85,0.85,2,3,M,116.673568
duplicates,0.85,0.85,2,1,H,111.832088
duplicates,0.85,0.85,2,2,H,113.429334
duplicates,0.85,0.85,2,3,H,110.888883
duplicates,0.85,0.85,2,1,R,114.410665
duplicates,0.85,0.85,2,2,R,109.759304
duplicates,0.85,0.85,2,3,R,111.725966
duplicates,0.85,0.85,3,1,I,119.643638
duplicates,0.85,0.85,3,2,I,121.641655
duplicates,0.85,0.85,3,3,I,115.553282
duplicates,0.85,0.85,3,1,Q,113.61312
duplicates,0.85,0.85,3,2,Q,112.796526
duplicates,0.85,0.85,3,3,Q,112.762192
duplicates,0.85,0.85,3,1,M,110.831857
duplicates,0.85,0.85,3,2,M,112.313498
duplicates,0.85,0.85,3,3,M,113.867767
duplicates,0.85,0.85,3,1,H,112.201057
duplicates,0.85,0.85,3,2,H,113.772939
duplicates,0.85,0.85,3,3,H,121.076572
duplicates,0.85,0.85,3,1,R,114.293511
duplicates,0.85,0.85,3,2,R,110.451142
duplicates,0.85,0.85,3,3,R,113.693693
duplicates,0.85,0.85,4,1,I,120.300606
duplicates,0.85,0.85,4,2,I,122.546189
duplicates,0.85,0.85,4,3,I,120.274296
duplicates,0.85,0.85,4,1,Q,113.543971
duplicates,0.85,0.85,4,2,Q,112.058747
duplicates,0.85,0.85,4,3,Q,114.826096
duplicates,0.85,0.85,4,1,M,118.862966
duplicates,0.85,0.85,4,2,M,112.32827
duplicates,0.85,0.85,4,3,M,105.683127
duplicates,0.85,0.85,4,1,H,107.803111
duplicates,0.85,0.85,4,2,H,115.678281
duplicates,0.85,0.85,4,3,H,114.670179
duplicates,0.85,0.85,4,1,R,110.358713
duplicates,0.85,0.85,4,2,R,115.84289
duplicates,0.85,0.85,4,3,R,115.852465
duplicates,0.85,0.85,5,1,I,121.436745
duplicates,0.85,0.85,5,2,I,123.333259
duplicates,0.85,0.85,5,3,I,121.644739
duplicates,0.85,0.85,5,1,Q,115.650325
duplicates,0.85,0.85,5,2,Q,112.84282
duplicates,0.85,0.85,5,3,Q,115.467628
duplicates,0.85,0.85,5,1,M,113.171325
duplicates,0.85,0.85,5,2,M,114.385544
duplicates,0.85,0.85,5,3,M,113.883134
duplicates,0.85,0.85,5,1,H,119.149427
duplicates,0.85,0.85,5,2,H,113.310537
duplicates,0.85,0.85,5,3,H,109.940408
duplicates,0.85,0.85,5,1,R,109.488186
duplicates,0.85,0.85,5,2,R,114.959469
duplicates,0.85,0.85,5,3,R,115.97755
duplicates,0.85,0.85,6,1,I,120.857258
duplicates,0.85,0.85,6,2,I,119.490824
duplicates,0.85,0.85,6,3,I,119.668018
