Scenario,Parameter,ActualParameter,Replicate,RunIndex,Algorithm,ElapsedMs,TimedOut
duplicates,0.2,0.2,12,2,H,160.697094,False
duplicates,0.2,0.2,12,3,H,151.024472,False
duplicates,0.2,0.2,12,1,R,164.982467,False
duplicates,0.2,0.2,12,2,R,162.485974,False
duplicates,0.2,0.2,12,3,R,143.691157,False
duplicates,0.2,0.2,13,1,I,165.76218,False
duplicates,0.2,0.2,13,2,I,172.617595,False
duplicates,0.2,0.2,13,3,I,157.304742,False
duplicates,0.2,0.2,13,1,Q,157.2264,False
duplicates,0.2,0.2,13,2,Q,141.303204,False
duplicates,0.2,0.2,13,3,Q,152.35882,False
duplicates,0.2,0.2,13,1,M,139.917836,False
duplicates,0.2,0.2,13,2,M,138.659663,False
duplicates,0.2,0.2,13,3,M,135.375439,False
duplicates,0.2,0.2,13,1,H,136.83326,False
duplicates,0.2,0.2,13,2,H,137.688336,False
duplicates,0.2,0.2,13,3,H,141.732804,False
duplicates,0.2,0.2,13,1,R,145.259448,False
duplicates,0.2,0.2,13,2,R,148.279019,False
duplicates,0.2,0.2,13,3,R,147.10859,False
duplicates,0.2,0.2,14,1,I,171.427399,False
duplicates,0.2,0.2,14,2,I,170.219437,False
duplicates,0.2,0.2,14,3,I,170.629545,False
duplicates,0.2,0.2,14,1,Q,155.27109,False
duplicates,0.2,0.2,14,2,Q,138.565253,False
duplicates,0.2,0.2,14,3,Q,137.583273,False
duplicates,0.2,0.2,14,1,M,135.800522,False
duplicates,0.2,0.2,14,2,M,142.021385,False
duplicates,0.2,0.2,14,3,M,156.584516,False
duplicates,0.2,0.2,14,1,H,158.517366,False
duplicates,0.2,0.2,14,2,H,124.583177,False
duplicates,0.2,0.2,14,3,H,156.131398,False
duplicates,0.2,0.2,14,1,R,143.817637,False
duplicates,0.2,0.2,14,2,R,158.293123,False
duplicates,0.2,0.2,14,3,R,149.256455,False
duplicates,0.21,0.21,1,1,I,204.638713,False
duplicates,0.21,0.21,1,2,I,204.060023,False
duplicates,0.21,0.21,1,3,I,181.224272,False
duplicates,0.21,0.21,1,1,Q,142.28309,False
duplicates,0.21,0.21,1,2,Q,151.356219,False
duplicates,0.21,0.21,1,3,Q,136.863671,False
duplicates,0.21,0.21,1,1,M,145.901721,False
duplicates,0.21,0.21,1,2,M,137.20634,False
duplicates,0.21,0.21,1,3,M,137.774203,False
duplicates,0.21,0.21,1,1,H,135.676137,False
duplicates,0.21,0.21,1,2,H,142.612303,False
duplicates,0.21,0.21,1,3,H,137.914855,False
duplicates,0.21,0.21,1,1,R,143.740427,False
duplicates,0.21,0.21,1,2,R,167.666597,False
duplicates,0.21,0.21,1,3,R,160.271671,False
duplicates,0.21,0.21,2,1,I,170.751273,False
duplicates,0.21,0.21,2,2,I,172.666743,False
duplicates,0.21,0.21,2,3,I,170.556639,False
duplicates,0.21,0.21,2,1,Q,141.965701,False
duplicates,0.21,0.21,2,2,Q,138.963431,False
duplicates,0.21,0.21,2,3,Q,133.36158,False
duplicates,0.21,0.21,2,1,M,142.797548,False
duplicates,0.21,0.21,2,2,M,133.821071,False
duplicates,0.21,0.21,2,3,M,139.287918,False
duplicates,0.21,0.21,2,1,H,138.530503,False
duplicates,0.21,0.21,2,2,H,138.408741,False
duplicates,0.21,0.21,2,3,H,143.539929,False
duplicates,0.21,0.21,2,1,R,142.968325,False
duplicates,0.21,0.21,2,2,R,143.072166,False
duplicates,0.21,0.21,2,3,R,145.080049,False
duplicates,0.21,0.21,3,1,I,167.145335,False
duplicates,0.21,0.21,3,2,I,193.921954,False
duplicates,0.21,0.21,3,3,I,177.3369,False
duplicates,0.21,0.21,3,1,Q,136.65306,False
duplicates,0.21,0.21,3,2,Q,151.528416,False
duplicates,0.21,0.21,3,3,Q,137.621249,False
duplicates,0.21,0.21,3,1,M,143.406659,False
duplicates,0.21,0.21,3,2,M,136.562758,False
duplicates,0.21,0.21,3,3,M,138.447342,False
duplicates,0.21,0.21,3,1,H,141.333583,False
duplicates,0.21,0.21,3,2,H,139.605439,False
duplicates,0.21,0.21,3,3,H,156.563012,False
duplicates,0.21,0.21,3,1,R,132.36786,False
duplicates,0.21,0.21,3,2,R,161.018914,False
duplicates,0.21,0.21,3,3,R,145.401985,False
duplicates,0.21,0.21,4,1,I,175.638597,False
duplicates,0.21,0.21,4,2,I,165.635978,False
duplicates,0.21,0.21,4,3,I,171.01931,False
duplicates,0.21,0.21,4,1,Q,138.049037,False
duplicates,0.21,0.21,4,2,Q,138.09037,False
duplicates,0.21,0.21,4,3,Q,138.710923,False
duplicates,0.21,0.21,4,1,M,137.097391,False
duplicates,0.21,0.21,4,2,M,136.552694,False
duplicates,0.21,0.21,4,3,M,142.685655,False
duplicates,0.21,0.21,4,1,H,132.934545,False
duplicates,0.21,0.21,4,2,H,141.617528,False
duplicates,0.21,0.21,4,3,H,137.012926,False
duplicates,0.21,0.21,4,1,R,143.320534,False
duplicates,0.21,0.21,4,2,R,143.431003,False
duplicates,0.21,0.21,4,3,R,142.892306,False
duplicates,0.21,0.21,5,1,I,166.146906,False
duplicates,0.21,0.21,5,2,I,165.575633,False
duplicates,0.21,0.21,5,3,I,167.230823,False
duplicates,0.21,0.21,5,1,Q,137.025402,False
duplicates,0.21,0.21,5,2,Q,140.356303,False
duplicates,0.21,0.21,5,3,Q,142.151195,False
duplicates,0.21,0.21,5,1,M,138.661383,False
duplicates,0.21,0.21,5,2,M,137.594172,False
duplicates,0.21,0.21,5,3,M,139.70414,False
duplicates,0.21,0.21,5,1,H,138.438677,False
duplicates,0.21,0.21,5,2,H,141.241666,False
duplicates,0.21,0.21,5,3,H,139.930875,False
duplicates,0.21,0.21,5,1,R,149.382506,False
duplicates,0.21,0.21,5,2,R,134.202166,False
duplicates,0.21,0.21,5,3,R,151.974201,False
duplicates,0.21,0.21,6,1,I,169.172802,False
duplicates,0.21,0.21,6,2,I,169.002072,False
duplicates,0.21,0.21,6,3,I,165.87586,False
duplicates,0.21,0.21,6,1,Q,135.785948,False
duplicates,0.21,0.21,6,2,Q,130.342069,False
duplicates,0.21,0.21,6,3,Q,141.08652,False
duplicates,0.21,0.21,6,1,M,143.373298,False
duplicates,0.21,0.21,6,2,M,145.452775,False
duplicates,0.21,0.21,6,3,M,144.397702,False
duplicates,0.21,0.21,6,1,H,141.52094,False
duplicates,0.21,0.21,6,2,H,141.016408,False
duplicates,0.21,0.21,6,3,H,140.071751,False
duplicates,0.21,0.21,6,1,R,145.564268,False
duplicates,0.21,0.21,6,2,R,144.763979,False
duplicates,0.21,0.21,6,3,R,147.568428,False
duplicates,0.21,0.21,7,1,I,170.96995,False
duplicates,0.21,0.21,7,2,I,171.953558,False
duplicates,0.21,0.21,7,3,I,175.933367,False
duplicates,0.21,0.21,7,1,Q,136.908256,False
duplicates,0.21,0.21,7,2,Q,149.259825,False
duplicates,0.21,0.21,7,3,Q,137.630425,False
duplicates,0.21,0.21,7,1,M,149.381645,False
duplicates,0.21,0.21,7,2,M,140.238015,False
duplicates,0.21,0.21,7,3,M,141.925528,False
duplicates,0.21,0.21,7,1,H,148.350239,False
duplicates,0.21,0.21,7,2,H,143.32802,False
duplicates,0.21,0.21,7,3,H,142.799253,False
duplicates,0.21,0.21,7,1,R,147.486487,False
duplicates,0.21,0.21,7,2,R,156.01376,False
duplicates,0.21,0.21,7,3,R,148.044185,False
duplicates,0.21,0.21,8,1,I,177.050652,False
duplicates,0.21,0.21,8,2,I,196.540277,False
duplicates,0.21,0.21,8,3,I,175.184927,False
duplicates,0.21,0.21,8,1,Q,138.952013,False
duplicates,0.21,0.21,8,2,Q,134.284952,False
duplicates,0.21,0.21,8,3,Q,138.121437,False
duplicates,0.21,0.21,8,1,M,129.406193,False
duplicates,0.21,0.21,8,2,M,138.349258,False
duplicates,0.21,0.21,8,3,M,137.90566,False
duplicates,0.21,0.21,8,1,H,141.791725,False
duplicates,0.21,0.21,8,2,H,138.992343,False
duplicates,0.21,0.21,8,3,H,138.412116,False
duplicates,0.21,0.21,8,1,R,150.386793,False
duplicates,0.21,0.21,8,2,R,144.848811,False
duplicates,0.21,0.21,8,3,R,146.826219,False
duplicates,0.22,0.22,1,1,I,171.358085,False
duplicates,0.22,0.22,1,2,I,170.660112,False
duplicates,0.22,0.22,1,3,I,187.461611,False
duplicates,0.22,0.22,1,1,Q,140.879028,False
duplicates,0.22,0.22,1,2,Q,142.246431,False
duplicates,0.22,0.22,1,3,Q,140.329237,False
duplicates,0.22,0.22,1,1,M,143.179942,False
duplicates,0.22,0.22,1,2,M,125.655713,False
duplicates,0.22,0.22,1,3,M,136.903103,False
duplicates,0.22,0.22,1,1,H,140.570501,False
duplicates,0.22,0.22,1,2,H,155.538536,False
duplicates,0.22,0.22,1,3,H,143.305519,False
duplicates,0.22,0.22,1,1,R,147.630717,False
duplicates,0.22,0.22,1,2,R,148.43215,False
duplicates,0.22,0.22,1,3,R,150.783598,False
duplicates,0.22,0.22,2,1,I,173.233215,False
duplicates,0.22,0.22,2,2,I,170.941848,False
duplicates,0.22,0.22,2,3,I,174.901006,False
duplicates,0.22,0.22,2,1,Q,141.996694,False
duplicates,0.22,0.22,2,2,Q,137.162566,False
duplicates,0.22,0.22,2,3,Q,133.847249,False
duplicates,0.22,0.22,2,1,M,157.202709,False
duplicates,0.22,0.22,2,2,M,147.655928,False
duplicates,0.22,0.22,2,3,M,131.457901,False
duplicates,0.22,0.22,2,1,H,138.748254,False
duplicates,0.22,0.22,2,2,H,134.517202,False
duplicates,0.22,0.22,2,3,H,140.075584,False
duplicates,0.22,0.22,2,1,R,145.201731,False
duplicates,0.22,0.22,2,2,R,150.218319,False
duplicates,0.22,0.22,2,3,R,155.478721,False
duplicates,0.22,0.22,3,1,I,182.423852,False
duplicates,0.22,0.22,3,2,I,180.107135,False
duplicates,0.22,0.22,3,3,I,167.931977,False
duplicates,0.22,0.22,3,1,Q,142.623969,False
duplicates,0.22,0.22,3,2,Q,158.219667,False
duplicates,0.22,0.22,3,3,Q,134.108129,False
duplicates,0.22,0.22,3,1,M,141.98022,False
duplicates,0.22,0.22,3,2,M,147.719559,False
duplicates,0.22,0.22,3,3,M,131.52791,False
duplicates,0.22,0.22,3,1,H,145.185226,False
duplicates,0.22,0.22,3,2,H,138.284696,False
duplicates,0.22,0.22,3,3,H,137.774347,False
duplicates,0.22,0.22,3,1,R,151.747103,False
duplicates,0.22,0.22,3,2,R,151.149951,False
duplicates,0.22,0.22,3,3,R,150.167924,False
duplicates,0.22,0.22,4,1,I,174.674428,False
duplicates,0.22,0.22,4,2,I,172.05609,False
duplicates,0.22,0.22,4,3,I,179.148013,False
duplicates,0.22,0.22,4,1,Q,139.377734,False
duplicates,0.22,0.22,4,2,Q,142.586724,False
duplicates,0.22,0.22,4,3,Q,139.546973,False
duplicates,0.22,0.22,4,1,M,140.586764,False
duplicates,0.22,0.22,4,2,M,138.339596,False
duplicates,0.22,0.22,4,3,M,140.215538,False
duplicates,0.22,0.22,4,1,H,139.860737,False
duplicates,0.22,0.22,4,2,H,155.390421,False
duplicates,0.22,0.22,4,3,H,161.350658,False
duplicates,0.22,0.22,4,1,R,161.611103,False
duplicates,0.22,0.22,4,2,R,145.365295,False
duplicates,0.22,0.22,4,3,R,147.69636,False
duplicates,0.22,0.22,5,1,I,171.321852,False
duplicates,0.22,0.22,5,2,I,165.71829,False
duplicates,0.22,0.22,5,3,I,176.345024,False
duplicates,0.22,0.22,5,1,Q,155.292851,False
duplicates,0.22,0.22,5,2,Q,136.766815,False
duplicates,0.22,0.22,5,3,Q,161.559854,False
duplicates,0.22,0.22,5,1,M,142.842848,False
duplicates,0.22,0.22,5,2,M,141.143128,False
duplicates,0.22,0.22,5,3,M,152.602792,False
duplicates,0.22,0.22,5,1,H,137.773639,False
duplicates,0.22,0.22,5,2,H,136.868465,False
duplicates,0.22,0.22,5,3,H,136.360443,False
duplicates,0.22,0.22,5,1,R,134.378029,False
duplicates,0.22,0.22,5,2,R,134.764911,False
duplicates,0.22,0.22,5,3,R,144.779107,False
duplicates,0.22,0.22,6,1,I,171.211006,False
duplicates,0.22,0.22,6,2,I,169.45239,False
duplicates,0.22,0.22,6,3,I,170.728608,False
duplicates,0.22,0.22,6,1,Q,135.410475,False
duplicates,0.22,0.22,6,2,Q,138.42356,False
duplicates,0.22,0.22,6,3,Q,139.566714,False
duplicates,0.22,0.22,6,1,M,162.934477,False
duplicates,0.22,0.22,6,2,M,133.344539,False
duplicates,0.22,0.22,6,3,M,139.20585,False
duplicates,0.22,0.22,6,1,H,158.411773,False
duplicates,0.22,0.22,6,2,H,155.573321,False
duplicates,0.22,0.22,6,3,H,143.415713,False
duplicates,0.22,0.22,6,1,R,169.292254,False
duplicates,0.22,0.22,6,2,R,171.534996,False
duplicates,0.22,0.22,6,3,R,148.328365,False
duplicates,0.22,0.22,7,1,I,192.839951,False
duplicates,0.22,0.22,7,2,I,160.478082,False
duplicates,0.22,0.22,7,3,I,187.236654,False
duplicates,0.22,0.22,7,1,Q,139.326309,False
duplicates,0.22,0.22,7,2,Q,139.109145,False
duplicates,0.22,0.22,7,3,Q,147.122538,False
duplicates,0.22,0.22,7,1,M,139.886052,False
duplicates,0.22,0.22,7,2,M,152.357685,False
duplicates,0.22,0.22,7,3,M,144.262173,False
duplicates,0.22,0.22,7,1,H,137.943788,False
duplicates,0.22,0.22,7,2,H,140.522196,False
duplicates,0.22,0.22,7,3,H,137.780057,False
duplicates,0.22,0.22,7,1,R,144.144083,False
duplicates,0.22,0.22,7,2,R,144.66401,False
duplicates,0.22,0.22,7,3,R,144.114535,False
duplicates,0.22,0.22,8,1,I,192.446605,False
duplicates,0.22,0.22,8,2,I,164.081194,False
duplicates,0.22,0.22,8,3,I,182.890447,False
duplicates,0.22,0.22,8,1,Q,142.863526,False
duplicates,0.22,0.22,8,2,Q,142.096865,False
duplicates,0.22,0.22,8,3,Q,157.549276,False
duplicates,0.22,0.22,8,1,M,148.134555,False
duplicates,0.22,0.22,8,2,M,146.460569,False
duplicates,0.22,0.22,8,3,M,139.43344,False
duplicates,0.22,0.22,8,1,H,164.060659,False
duplicates,0.22,0.22,8,2,H,161.74705,False
duplicates,0.22,0.22,8,3,H,140.296431,False
duplicates,0.22,0.22,8,1,R,165.103152,False
duplicates,0.22,0.22,8,2,R,153.305879,False
duplicates,0.22,0.22,8,3,R,146.793754,False
duplicates,0.23,0.23,1,1,I,185.720503,False
duplicates,0.23,0.23,1,2,I,189.966561,False
duplicates,0.23,0.23,1,3,I,172.275147,False
duplicates,0.23,0.23,1,1,Q,134.866502,False
duplicates,0.23,0.23,1,2,Q,138.377132,False
duplicates,0.23,0.23,1,3,Q,154.340698,False
duplicates,0.23,0.23,1,1,M,141.602936,False
duplicates,0.23,0.23,1,2,M,140.72196,False
duplicates,0.23,0.23,1,3,M,138.848437,False
duplicates,0.23,0.23,1,1,H,137.271895,False
duplicates,0.23,0.23,1,2,H,140.602251,False
duplicates,0.23,0.23,1,3,H,157.278577,False
duplicates,0.23,0.23,1,1,R,133.960315,False
duplicates,0.23,0.23,1,2,R,149.325493,False
duplicates,0.23,0.23,1,3,R,146.277514,False
duplicates,0.23,0.23,2,1,I,187.852979,False
duplicates,0.23,0.23,2,2,I,171.292461,False
duplicates,0.23,0.23,2,3,I,187.210731,False
duplicates,0.23,0.23,2,1,Q,139.834497,False
duplicates,0.23,0.23,2,2,Q,162.588405,False
duplicates,0.23,0.23,2,3,Q,146.649538,False
duplicates,0.23,0.23,2,1,M,137.485129,False
duplicates,0.23,0.23,2,2,M,138.152137,False
duplicates,0.23,0.23,2,3,M,153.219649,False
duplicates,0.23,0.23,2,1,H,152.515804,False
duplicates,0.23,0.23,2,2,H,140.213815,False
duplicates,0.23,0.23,2,3,H,154.423985,False
duplicates,0.23,0.23,2,1,R,153.321564,False
duplicates,0.23,0.23,2,2,R,152.442859,False
duplicates,0.23,0.23,2,3,R,169.797221,False
duplicates,0.23,0.23,3,1,I,169.848442,False
duplicates,0.23,0.23,3,2,I,181.598886,False
duplicates,0.23,0.23,3,3,I,185.904442,False
duplicates,0.23,0.23,3,1,Q,140.624096,False
duplicates,0.23,0.23,3,2,Q,143.477567,False
duplicates,0.23,0.23,3,3,Q,138.695201,False
duplicates,0.23,0.23,3,1,M,144.089432,False
duplicates,0.23,0.23,3,2,M,158.122407,False
duplicates,0.23,0.23,3,3,M,134.474167,False
duplicates,0.23,0.23,3,1,H,147.692062,False
duplicates,0.23,0.23,3,2,H,146.354671,False
duplicates,0.23,0.23,3,3,H,137.771609,False
duplicates,0.23,0.23,3,1,R,147.118053,False
duplicates,0.23,0.23,3,2,R,164.775241,False
duplicates,0.23,0.23,3,3,R,148.827414,False
duplicates,0.23,0.23,4,1,I,172.994233,False
duplicates,0.23,0.23,4,2,I,167.455383,False
duplicates,0.23,0.23,4,3,I,174.581222,False
duplicates,0.23,0.23,4,1,Q,141.278892,False
duplicates,0.23,0.23,4,2,Q,142.171613,False
duplicates,0.23,0.23,4,3,Q,147.169271,False
duplicates,0.23,0.23,4,1,M,159.845423,False
duplicates,0.23,0.23,4,2,M,136.988916,False
duplicates,0.23,0.23,4,3,M,141.725069,False
duplicates,0.23,0.23,4,1,H,136.391803,False
duplicates,0.23,0.23,4,2,H,160.680776,False
duplicates,0.23,0.23,4,3,H,142.909725,False
duplicates,0.23,0.23,4,1,R,149.439459,False
duplicates,0.23,0.23,4,2,R,179.834337,False
duplicates,0.23,0.23,4,3,R,138.666419,False
duplicates,0.23,0.23,5,1,I,203.777944,False
duplicates,0.23,0.23,5,2,I,169.549895,False
duplicates,0.23,0.23,5,3,I,170.908897,False
duplicates,0.23,0.23,5,1,Q,136.673828,False
duplicates,0.23,0.23,5,2,Q,149.444586,False
duplicates,0.23,0.23,5,3,Q,154.453805,False
duplicates,0.23,0.23,5,1,M,150.460716,False
duplicates,0.23,0.23,5,2,M,154.348734,False
duplicates,0.23,0.23,5,3,M,160.996827,False
duplicates,0.23,0.23,5,1,H,151.272286,False
duplicates,0.23,0.23,5,2,H,160.805794,False
duplicates,0.23,0.23,5,3,H,157.910276,False
duplicates,0.23,0.23,5,1,R,145.543568,False
duplicates,0.23,0.23,5,2,R,147.765083,False
duplicates,0.23,0.23,5,3,R,162.484434,False
duplicates,0.23,0.23,6,1,I,175.449983,False
duplicates,0.23,0.23,6,2,I,188.259956,False
duplicates,0.23,0.23,6,3,I,190.249047,False
duplicates,0.23,0.23,6,1,Q,138.737314,False
duplicates,0.23,0.23,6,2,Q,152.991079,False
duplicates,0.23,0.23,6,3,Q,158.807569,False
duplicates,0.23,0.23,6,1,M,154.606263,False
duplicates,0.23,0.23,6,2,M,160.552206,False
duplicates,0.23,0.23,6,3,M,138.785208,False
duplicates,0.23,0.23,6,1,H,151.109425,False
duplicates,0.23,0.23,6,2,H,151.351025,False
duplicates,0.23,0.23,6,3,H,155.768863,False
duplicates,0.23,0.23,6,1,R,147.815247,False
duplicates,0.23,0.23,6,2,R,145.830064,False
duplicates,0.23,0.23,6,3,R,164.093043,False
duplicates,0.23,0.23,7,1,I,172.233046,False
duplicates,0.23,0.23,7,2,I,174.061682,False
duplicates,0.23,0.23,7,3,I,187.016906,False
duplicates,0.23,0.23,7,1,Q,131.78972,False
duplicates,0.23,0.23,7,2,Q,131.661019,False
duplicates,0.23,0.23,7,3,Q,153.925901,False
duplicates,0.23,0.23,7,1,M,137.178919,False
duplicates,0.23,0.23,7,2,M,144.853745,False
duplicates,0.23,0.23,7,3,M,167.013125,False
duplicates,0.23,0.23,7,1,H,140.559657,False
duplicates,0.23,0.23,7,2,H,154.142093,False
duplicates,0.23,0.23,7,3,H,157.812711,False
duplicates,0.23,0.23,7,1,R,166.203085,False
duplicates,0.23,0.23,7,2,R,147.189144,False
duplicates,0.23,0.23,7,3,R,167.695532,False
duplicates,0.23,0.23,8,1,I,189.19941,False
duplicates,0.23,0.23,8,2,I,172.88332,False
duplicates,0.23,0.23,8,3,I,190.181026,False
duplicates,0.23,0.23,8,1,Q,137.665663,False
duplicates,0.23,0.23,8,2,Q,136.542653,False
duplicates,0.23,0.23,8,3,Q,153.293424,False
duplicates,0.23,0.23,8,1,M,158.822612,False
duplicates,0.23,0.23,8,2,M,167.916079,False
duplicates,0.23,0.23,8,3,M,139.096578,False
duplicates,0.23,0.23,8,1,H,159.05943,False
duplicates,0.23,0.23,8,2,H,155.303326,False
duplicates,0.23,0.23,8,3,H,156.759112,False
duplicates,0.23,0.23,8,1,R,162.906318,False
duplicates,0.23,0.23,8,2,R,159.469375,False
duplicates,0.23,0.23,8,3,R,164.804115,False
duplicates,0.24,0.24,1,1,I,188.374041,False
duplicates,0.24,0.24,1,2,I,274.132611,False
duplicates,0.24,0.24,1,3,I,183.520289,False
duplicates,0.24,0.24,1,1,Q,141.831413,False
duplicates,0.24,0.24,1,2,Q,155.827018,False
duplicates,0.24,0.24,1,3,Q,152.340911,False
duplicates,0.24,0.24,1,1,M,136.239442,False
duplicates,0.24,0.24,1,2,M,162.79501,False
duplicates,0.24,0.24,1,3,M,154.724003,False
duplicates,0.24,0.24,1,1,H,152.501419,False
duplicates,0.24,0.24,1,2,H,141.280884,False
duplicates,0.24,0.24,1,3,H,153.826066,False
duplicates,0.24,0.24,1,1,R,164.756745,False
duplicates,0.24,0.24,1,2,R,158.252284,False
duplicates,0.24,0.24,1,3,R,159.901788,False
duplicates,0.24,0.24,2,1,I,175.692096,False
duplicates,0.24,0.24,2,2,I,189.208428,False
duplicates,0.24,0.24,2,3,I,186.233153,False
duplicates,0.24,0.24,2,1,Q,144.212382,False
duplicates,0.24,0.24,2,2,Q,136.325246,False
duplicates,0.24,0.24,2,3,Q,153.126669,False
duplicates,0.24,0.24,2,1,M,157.342546,False
duplicates,0.24,0.24,2,2,M,155.784666,False
duplicates,0.24,0.24,2,3,M,154.026048,False
duplicates,0.24,0.24,2,1,H,156.555505,False
duplicates,0.24,0.24,2,2,H,151.096875,False
duplicates,0.24,0.24,2,3,H,134.254294,False
duplicates,0.24,0.24,2,1,R,146.890686,False
duplicates,0.24,0.24,2,2,R,149.252386,False
duplicates,0.24,0.24,2,3,R,164.981105,False
duplicates,0.24,0.24,3,1,I,187.817802,False
duplicates,0.24,0.24,3,2,I,171.467003,False
duplicates,0.24,0.24,3,3,I,170.564462,False
duplicates,0.24,0.24,3,1,Q,150.61825,False
duplicates,0.24,0.24,3,2,Q,137.723505,False
duplicates,0.24,0.24,3,3,Q,153.397407,False
duplicates,0.24,0.24,3,1,M,143.353564,False
duplicates,0.24,0.24,3,2,M,140.919787,False
duplicates,0.24,0.24,3,3,M,150.593702,False
duplicates,0.24,0.24,3,1,H,151.829019,False
duplicates,0.24,0.24,3,2,H,157.182808,False
duplicates,0.24,0.24,3,3,H,152.859031,False
duplicates,0.24,0.24,3,1,R,145.795026,False
duplicates,0.24,0.24,3,2,R,150.394328,False
duplicates,0.24,0.24,3,3,R,194.676435,False
duplicates,0.24,0.24,4,1,I,166.891208,False
duplicates,0.24,0.24,4,2,I,169.121403,False
duplicates,0.24,0.24,4,3,I,164.364839,False
duplicates,0.24,0.24,4,1,Q,150.507353,False
duplicates,0.24,0.24,4,2,Q,136.491683,False
duplicates,0.24,0.24,4,3,Q,149.005297,False
duplicates,0.24,0.24,4,1,M,143.836864,False
duplicates,0.24,0.24,4,2,M,162.562027,False
duplicates,0.24,0.24,4,3,M,139.888089,False
duplicates,0.24,0.24,4,1,H,151.102172,False
duplicates,0.24,0.24,4,2,H,136.739702,False
duplicates,0.24,0.24,4,3,H,141.165007,False
duplicates,0.24,0.24,4,1,R,142.251803,False
duplicates,0.24,0.24,4,2,R,145.635814,False
duplicates,0.24,0.24,4,3,R,143.865299,False
duplicates,0.24,0.24,5,1,I,166.119336,False
duplicates,0.24,0.24,5,2,I,171.225167,False
duplicates,0.24,0.24,5,3,I,171.585258,False
duplicates,0.24,0.24,5,1,Q,137.802678,False
duplicates,0.24,0.24,5,2,Q,136.224881,False
duplicates,0.24,0.24,5,3,Q,141.350135,False
duplicates,0.24,0.24,5,1,M,136.91744,False
duplicates,0.24,0.24,5,2,M,141.282046,False
duplicates,0.24,0.24,5,3,M,152.320988,False
duplicates,0.24,0.24,5,1,H,140.321458,False
duplicates,0.24,0.24,5,2,H,155.80528,False
duplicates,0.24,0.24,5,3,H,157.786022,False
duplicates,0.24,0.24,5,1,R,162.222038,False
duplicates,0.24,0.24,5,2,R,168.368512,False
duplicates,0.24,0.24,5,3,R,186.869167,False
duplicates,0.24,0.24,6,1,I,192.061123,False
duplicates,0.24,0.24,6,2,I,185.431807,False
duplicates,0.24,0.24,6,3,I,163.727311,False
duplicates,0.24,0.24,6,1,Q,137.609552,False
duplicates,0.24,0.24,6,2,Q,136.400143,False
duplicates,0.24,0.24,6,3,Q,141.275443,False
duplicates,0.24,0.24,6,1,M,140.74979,False
duplicates,0.24,0.24,6,2,M,156.118393,False
duplicates,0.24,0.24,6,3,M,157.01312,False
duplicates,0.24,0.24,6,1,H,136.25934,False
duplicates,0.24,0.24,6,2,H,138.542482,False
duplicates,0.24,0.24,6,3,H,140.66607,False
duplicates,0.24,0.24,6,1,R,172.31591,False
duplicates,0.24,0.24,6,2,R,146.200054,False
duplicates,0.24,0.24,6,3,R,143.540652,False
duplicates,0.24,0.24,7,1,I,166.063335,False
duplicates,0.24,0.24,7,2,I,173.266052,False
duplicates,0.24,0.24,7,3,I,171.071892,False
duplicates,0.24,0.24,7,1,Q,138.359815,False
duplicates,0.24,0.24,7,2,Q,157.017691,False
duplicates,0.24,0.24,7,3,Q,142.32011,False
duplicates,0.24,0.24,7,1,M,138.241909,False
duplicates,0.24,0.24,7,2,M,133.315411,False
duplicates,0.24,0.24,7,3,M,139.617533,False
duplicates,0.24,0.24,7,1,H,139.999009,False
duplicates,0.24,0.24,7,2,H,135.92674,False
duplicates,0.24,0.24,7,3,H,132.71168,False
duplicates,0.24,0.24,7,1,R,152.078169,False
duplicates,0.24,0.24,7,2,R,147.366388,False
duplicates,0.24,0.24,7,3,R,134.190589,False
duplicates,0.24,0.24,8,1,I,170.121257,False
duplicates,0.24,0.24,8,2,I,172.133773,False
duplicates,0.24,0.24,8,3,I,173.811527,False
duplicates,0.24,0.24,8,1,Q,136.505992,False
duplicates,0.24,0.24,8,2,Q,135.695797,False
duplicates,0.24,0.24,8,3,Q,141.264912,False
duplicates,0.24,0.24,8,1,M,135.260676,False
duplicates,0.24,0.24,8,2,M,138.559882,False
duplicates,0.24,0.24,8,3,M,153.375388,False
duplicates,0.24,0.24,8,1,H,135.919008,False
duplicates,0.24,0.24,8,2,H,133.886998,False
duplicates,0.24,0.24,8,3,H,134.290734,False
duplicates,0.24,0.24,8,1,R,141.817724,False
duplicates,0.24,0.24,8,2,R,142.937298,False
duplicates,0.24,0.24,8,3,R,153.916645,False
duplicates,0.24,0.24,9,1,I,190.760897,False
duplicates,0.24,0.24,9,2,I,187.342389,False
duplicates,0.24,0.24,9,3,I,179.618397,False
duplicates,0.24,0.24,9,1,Q,140.608366,False
duplicates,0.24,0.24,9,2,Q,132.71971,False
duplicates,0.24,0.24,9,3,Q,138.099703,False
duplicates,0.24,0.24,9,1,M,140.516189,False
duplicates,0.24,0.24,9,2,M,135.642727,False
duplicates,0.24,0.24,9,3,M,139.616421,False
duplicates,0.24,0.24,9,1,H,139.781217,False
duplicates,0.24,0.24,9,2,H,140.507855,False
duplicates,0.24,0.24,9,3,H,136.675706,False
duplicates,0.24,0.24,9,1,R,159.423152,False
duplicates,0.24,0.24,9,2,R,230.008246,False
duplicates,0.24,0.24,9,3,R,146.274976,False
duplicates,0.24,0.24,10,1,I,170.615975,False
duplicates,0.24,0.24,10,2,I,167.48483,False
