Scenario,Parameter,Algorithm,Samples,MeanMs,StdMs,HalfWidthMs,PowerSatisfied,ActualParameterMean
sortedness,0.76,H,8,141.057079,7.037139,4.876399,True,0.759613
sortedness,0.76,R,8,147.612299,4.799873,3.326081,True,0.759613
sortedness,0.77,I,9,137.849259,5.255806,3.43373,True,0.769622
sortedness,0.77,Q,9,186.097766,6.867989,4.487004,True,0.769622
sortedness,0.77,M,9,136.458657,2.200204,1.43744,True,0.769622
sortedness,0.77,H,9,140.697827,3.953228,2.582728,True,0.769622
sortedness,0.77,R,9,148.167468,10.341066,6.756039,True,0.769622
sortedness,0.78,I,8,141.353256,6.448045,4.468185,True,0.776888
sortedness,0.78,Q,8,192.381553,7.410962,5.13544,True,0.776888
sortedness,0.78,M,8,143.781608,7.255816,5.027931,True,0.776888
sortedness,0.78,H,8,143.317559,3.881064,2.689391,True,0.776888
sortedness,0.78,R,8,151.577843,5.600271,3.880718,True,0.776888
sortedness,0.79,I,8,139.666343,6.230687,4.317567,True,0.789312
sortedness,0.79,Q,8,192.676894,8.668426,6.006802,True,0.789312
sortedness,0.79,M,8,141.941621,5.628267,3.900118,True,0.789312
sortedness,0.79,H,8,142.588487,2.766554,1.917089,True,0.789312
sortedness,0.79,R,8,149.586676,3.203608,2.219946,True,0.789312
sortedness,0.8,I,13,139.351106,12.125517,6.591385,True,0.7997
sortedness,0.8,Q,13,192.070507,5.908625,3.211906,True,0.7997
sortedness,0.8,M,13,138.033843,3.441295,1.870675,True,0.7997
sortedness,0.8,H,13,139.510987,2.896737,1.574655,True,0.7997
sortedness,0.8,R,13,149.03936,5.699371,3.098156,True,0.7997
sortedness,0.81,I,8,139.487183,6.989299,4.843248,True,0.810775
sortedness,0.81,Q,8,191.967243,3.58696,2.485591,True,0.810775
sortedness,0.81,M,8,139.437937,8.656308,5.998405,True,0.810775
sortedness,0.81,H,8,141.082827,5.359471,3.713856,True,0.810775
sortedness,0.81,R,8,148.402329,5.180666,3.589952,True,0.810775
sortedness,0.82,I,8,139.037774,3.570438,2.474142,True,0.819837
sortedness,0.82,Q,8,200.578955,5.736008,3.974778,True,0.819837
sortedness,0.82,M,8,143.882748,6.371814,4.415361,True,0.819837
sortedness,0.82,H,8,145.322975,6.563225,4.547999,True,0.819837
sortedness,0.82,R,8,152.964441,7.510455,5.204384,True,0.819837
sortedness,0.83,I,8,138.025424,4.61171,3.195694,True,0.8318
sortedness,0.83,Q,8,198.308869,2.679004,1.856421,True,0.8318
sortedness,0.83,M,8,143.085025,4.166657,2.887293,True,0.8318
sortedness,0.83,H,8,144.651518,4.650575,3.222625,True,0.8318
sortedness,0.83,R,8,154.03174,5.633464,3.903719,True,0.8318
sortedness,0.84,I,8,139.040857,6.564978,4.549214,True,0.83845
sortedness,0.84,Q,8,201.081382,5.95588,4.127138,True,0.83845
sortedness,0.84,M,8,140.579349,5.834468,4.043006,True,0.83845
sortedness,0.84,H,8,138.85569,2.237498,1.550479,True,0.83845
sortedness,0.84,R,8,145.728501,2.736316,1.896135,True,0.83845
sortedness,0.85,I,8,136.937489,5.913515,4.097782,True,0.848613
sortedness,0.85,Q,8,199.132029,8.780924,6.084758,True,0.848613
sortedness,0.85,M,8,139.070635,3.837342,2.659094,True,0.848613
sortedness,0.85,H,8,140.892113,1.900733,1.317117,True,0.848613
sortedness,0.85,R,8,146.43582,4.620688,3.201914,True,0.848613
sortedness,0.86,I,8,141.173906,5.186396,3.593923,True,0.860813
sortedness,0.86,Q,8,201.22717,5.939242,4.115609,True,0.860813
sortedness,0.86,M,8,143.224205,8.547181,5.922785,True,0.860813
sortedness,0.86,H,8,141.331394,6.598972,4.57277,True,0.860813
sortedness,0.86,R,8,155.70512,8.503113,5.892248,True,0.860813
sortedness,0.87,I,8,146.321542,6.6433,4.603488,True,0.870575
sortedness,0.87,Q,8,210.34834,7.36908,5.106418,True,0.870575
sortedness,0.87,M,8,146.810785,6.193109,4.291527,True,0.870575
sortedness,0.87,H,8,156.480664,9.152576,6.342295,True,0.870575
sortedness,0.87,R,8,157.36753,6.429606,4.455408,True,0.870575
sortedness,0.88,I,8,150.487721,9.965583,6.90567,True,0.880688
sortedness,0.88,Q,8,212.532213,7.208154,4.994904,True,0.880688
sortedness,0.88,M,8,147.063865,6.419602,4.448476,True,0.880688
sortedness,0.88,H,8,148.621525,6.100246,4.227177,True,0.880688
sortedness,0.88,R,8,162.48827,10.807377,7.488993,True,0.880688
sortedness,0.89,I,8,145.869338,7.235471,5.013834,True,0.88875
sortedness,0.89,Q,8,212.203792,8.267447,5.728943,True,0.88875
sortedness,0.89,M,8,142.849486,5.116583,3.545546,True,0.88875
sortedness,0.89,H,8,150.43232,7.01147,4.858612,True,0.88875
sortedness,0.89,R,8,153.289457,6.988488,4.842686,True,0.88875
sortedness,0.9,I,8,136.484537,3.854453,2.670951,True,0.8993
sortedness,0.9,Q,8,208.858599,10.814966,7.494251,True,0.8993
sortedness,0.9,M,8,137.66489,3.318477,2.299545,True,0.8993
sortedness,0.9,H,8,142.129088,5.718244,3.962468,True,0.8993
sortedness,0.9,R,8,148.256276,3.454976,2.394132,True,0.8993
sortedness,0.91,I,8,138.295834,5.590868,3.874203,True,0.9103
sortedness,0.91,Q,8,205.602728,2.162713,1.498656,True,0.9103
sortedness,0.91,M,8,138.877282,4.539684,3.145783,True,0.9103
sortedness,0.91,H,8,142.244945,4.884361,3.384627,True,0.9103
sortedness,0.91,R,8,149.309798,3.563435,2.469289,True,0.9103
sortedness,0.92,I,8,140.087999,5.709664,3.956522,True,0.92055
sortedness,0.92,Q,8,211.47553,4.647237,3.220312,True,0.92055
sortedness,0.92,M,8,139.89637,1.796564,1.244932,True,0.92055
sortedness,0.92,H,8,142.624581,4.316666,2.991242,True,0.92055
sortedness,0.92,R,8,152.944392,7.560598,5.239131,True,0.92055
sortedness,0.93,I,8,138.735041,5.608877,3.886682,True,0.931125
sortedness,0.93,Q,8,216.184802,7.027262,4.869554,True,0.931125
sortedness,0.93,M,8,141.239193,4.809842,3.332989,True,0.931125
sortedness,0.93,H,8,146.9608,8.197042,5.680156,True,0.931125
sortedness,0.93,R,8,150.478417,4.911753,3.403609,True,0.931125
sortedness,0.94,I,8,136.970708,2.652794,1.838259,True,0.938688
sortedness,0.94,Q,8,209.123233,3.936817,2.728025,True,0.938688
sortedness,0.94,M,8,135.776518,2.705042,1.874464,True,0.938688
sortedness,0.94,H,8,138.983291,4.934477,3.419355,True,0.938688
sortedness,0.94,R,8,146.043236,4.277099,2.963824,True,0.938688
sortedness,0.95,I,8,136.138204,2.289865,1.586766,True,0.951387
sortedness,0.95,Q,8,210.638299,6.297378,4.36378,True,0.951387
sortedness,0.95,M,8,140.784661,8.077832,5.597549,True,0.951387
sortedness,0.95,H,8,143.850312,9.975198,6.912332,True,0.951387
sortedness,0.95,R,8,150.218677,9.624987,6.669653,True,0.951387
sortedness,0.96,I,8,136.102807,4.292927,2.974792,True,0.961213
sortedness,0.96,Q,8,215.823623,7.203386,4.9916,True,0.961213
sortedness,0.96,M,8,136.783559,3.951062,2.737896,True,0.961213
sortedness,0.96,H,8,141.323653,4.141817,2.87008,True,0.961213
sortedness,0.96,R,8,148.769546,4.092569,2.835954,True,0.961213
sortedness,0.97,I,8,138.556515,3.639729,2.522157,True,0.9698
sortedness,0.97,Q,8,219.955883,6.418326,4.447591,True,0.9698
sortedness,0.97,M,8,138.602509,4.723198,3.272949,True,0.9698
sortedness,0.97,H,8,141.897497,4.603782,3.190199,True,0.9698
sortedness,0.97,R,8,150.346671,4.471151,3.098293,True,0.9698
sortedness,0.98,I,14,148.326339,9.252368,4.846597,True,0.979493
sortedness,0.98,Q,14,227.931266,6.372284,3.337945,True,0.979493
sortedness,0.98,M,14,145.332839,9.877351,5.173978,True,0.979493
sortedness,0.98,H,14,148.758057,7.486789,3.921748,True,0.979493
sortedness,0.98,R,14,163.507556,15.390198,8.06173,True,0.979493
sortedness,0.99,I,8,153.681035,6.707438,4.647932,True,0.989575
sortedness,0.99,Q,8,237.572213,10.714617,7.424714,True,0.989575
sortedness,0.99,M,8,152.063889,7.544206,5.227772,True,0.989575
sortedness,0.99,H,8,157.752779,5.27209,3.653305,True,0.989575
sortedness,0.99,R,8,163.326893,7.86537,5.450323,True,0.989575
sortedness,1.0,I,8,141.59344,6.496425,4.50171,True,0.9999
sortedness,1.0,Q,8,168.517207,6.695287,4.639512,True,0.9999
sortedness,1.0,M,8,136.235945,4.402817,3.05094,True,0.9999
sortedness,1.0,H,8,140.599051,6.656411,4.612573,True,0.9999
sortedness,1.0,R,8,149.964045,10.769218,7.46255,True,0.9999
array_size,100000,I,8,3543.927409,17.863909,12.37883,True,100000.0
array_size,100000,Q,8,329.703139,7.308523,5.064455,True,100000.0
array_size,100000,M,8,332.940818,4.697552,3.255178,True,100000.0
array_size,100000,H,8,340.283317,14.419132,9.991765,True,100000.0
array_size,100000,R,8,399.293914,10.978742,7.60774,True,100000.0
array_size,500000,I,8,10000.0,0.0,0.0,True,500000.0
array_size,500000,Q,8,1118.921352,16.757352,11.612039,True,500000.0
array_size,500000,M,8,1145.781951,18.803182,13.029701,True,500000.0
array_size,500000,H,8,1165.326009,29.736702,20.606104,True,500000.0
array_size,500000,R,8,1232.891526,20.980723,14.538632,True,500000.0
array_size,1000000,I,8,10000.0,0.0,0.0,True,1000000.0
array_size,1000000,Q,8,2075.378403,32.44602,22.483531,True,1000000.0
array_size,1000000,M,8,2141.46919,13.195262,9.143682,True,1000000.0
array_size,1000000,H,8,2205.993059,62.356388,43.209979,True,1000000.0
array_size,1000000,R,8,2240.916229,16.779426,11.627335,True,1000000.0
