Scenario,Parameter,Algorithm,Samples,MeanMs,StdMs,HalfWidthMs,PowerSatisfied,ActualParameterMean
duplicates,0.98,M,14,144.199379,7.974589,4.177268,True,0.98
duplicates,0.98,H,14,140.638573,3.638501,1.905929,True,0.98
duplicates,0.98,R,14,144.784109,3.003805,1.57346,True,0.98
duplicates,0.99,I,8,172.56079,4.43357,3.072251,True,0.99
duplicates,0.99,Q,8,143.269427,2.962073,2.052574,True,0.99
duplicates,0.99,M,8,141.225016,4.60588,3.191654,True,0.99
duplicates,0.99,H,8,145.566439,6.245184,4.327612,True,0.99
duplicates,0.99,R,8,150.033264,6.881418,4.768492,True,0.99
duplicates,1.0,I,8,140.507299,3.709112,2.570236,True,0.9999
duplicates,1.0,Q,8,175.681104,12.036301,8.340578,True,0.9999
duplicates,1.0,M,8,145.700261,4.733163,3.279854,True,0.9999
duplicates,1.0,H,8,142.244391,8.302654,5.75334,True,0.9999
duplicates,1.0,R,8,153.949585,6.883384,4.769854,True,0.9999
sortedness,0.0,I,8,213.313331,10.122891,7.014677,True,0.0
sortedness,0.0,Q,8,201.332123,6.627841,4.592775,True,0.0
sortedness,0.0,M,8,144.645949,6.691913,4.637174,True,0.0
sortedness,0.0,H,8,145.485572,3.862066,2.676226,True,0.0
sortedness,0.0,R,8,152.463567,3.237944,2.24374,True,0.0
sortedness,0.01,I,8,206.358128,6.694871,4.639223,True,0.010112
sortedness,0.01,Q,8,203.675159,7.934282,5.498076,True,0.010112
sortedness,0.01,M,8,142.841308,9.511434,6.590966,True,0.010112
sortedness,0.01,H,8,144.865572,4.004596,2.774993,True,0.010112
sortedness,0.01,R,8,152.525561,6.978618,4.835847,True,0.010112
sortedness,0.02,I,8,202.7536,3.420591,2.370305,True,0.0198
sortedness,0.02,Q,8,203.677788,7.328323,5.078175,True,0.0198
sortedness,0.02,M,8,140.450819,4.301905,2.981013,True,0.0198
sortedness,0.02,H,8,141.052466,8.979416,6.222303,True,0.0198
sortedness,0.02,R,8,152.213123,5.080188,3.520326,True,0.0198
sortedness,0.03,I,8,215.632175,10.841802,7.512847,True,0.029162
sortedness,0.03,Q,8,203.360149,4.649595,3.221946,True,0.029162
sortedness,0.03,M,8,149.026216,5.757481,3.989657,True,0.029162
sortedness,0.03,H,8,142.450039,2.988991,2.071227,True,0.029162
sortedness,0.03,R,8,150.895199,6.69358,4.638329,True,0.029162
sortedness,0.04,I,8,208.765727,6.028962,4.17778,True,0.04045
sortedness,0.04,Q,8,201.430572,6.377307,4.419167,True,0.04045
sortedness,0.04,M,8,142.360056,5.210253,3.610455,True,0.04045
sortedness,0.04,H,8,148.531027,7.563918,5.241431,True,0.04045
sortedness,0.04,R,8,155.438407,8.170186,5.661546,True,0.04045
sortedness,0.05,I,8,209.475777,6.481065,4.491066,True,0.049063
sortedness,0.05,Q,8,199.382614,5.501518,3.812287,True,0.049063
sortedness,0.05,M,8,141.277014,4.827082,3.344935,True,0.049063
sortedness,0.05,H,8,141.345311,4.941059,3.423917,True,0.049063
sortedness,0.05,R,8,149.198779,8.24074,5.710436,True,0.049063
sortedness,0.06,I,13,209.001668,6.168892,3.353386,True,0.0592
sortedness,0.06,Q,13,196.93064,7.143929,3.883413,True,0.0592
sortedness,0.06,M,13,149.016487,13.189653,7.169846,True,0.0592
sortedness,0.06,H,13,145.594311,8.393942,4.562915,True,0.0592
sortedness,0.06,R,13,154.916232,5.723246,3.111135,True,0.0592
sortedness,0.07,I,40,209.700246,8.14808,2.52507,True,0.069167
sortedness,0.07,Q,40,199.094076,9.392283,2.910645,True,0.069167
sortedness,0.07,M,40,149.371281,9.456719,2.930614,True,0.069167
sortedness,0.07,H,40,146.913195,7.106653,2.202334,True,0.069167
sortedness,0.07,R,40,157.820747,27.887362,8.642224,False,0.069167
sortedness,0.08,I,8,206.336438,4.789417,3.318836,True,0.080875
sortedness,0.08,Q,8,195.24349,3.392497,2.350838,True,0.080875
sortedness,0.08,M,8,141.457619,3.581237,2.481625,True,0.080875
sortedness,0.08,H,8,141.597648,2.955553,2.048056,True,0.080875
sortedness,0.08,R,8,148.395526,4.623504,3.203866,True,0.080875
sortedness,0.09,I,8,208.95611,6.537841,4.53041,True,0.08865
sortedness,0.09,Q,8,189.274146,5.392889,3.737013,True,0.08865
sortedness,0.09,M,8,142.80285,4.242692,2.939981,True,0.08865
sortedness,0.09,H,8,141.590227,5.06936,3.512823,True,0.08865
sortedness,0.09,R,8,147.768129,4.19558,2.907335,True,0.08865
sortedness,0.1,I,8,206.224487,4.463217,3.092795,True,0.10155
sortedness,0.1,Q,8,183.400841,4.018032,2.784303,True,0.10155
sortedness,0.1,M,8,139.265798,2.764927,1.915961,True,0.10155
sortedness,0.1,H,8,138.798976,2.070036,1.434435,True,0.10155
sortedness,0.1,R,8,146.350233,4.306101,2.983921,True,0.10155
sortedness,0.11,I,8,207.177997,2.827936,1.959624,True,0.110913
sortedness,0.11,Q,8,184.033742,5.937739,4.114568,True,0.110913
sortedness,0.11,M,8,141.992224,4.92297,3.411381,True,0.110913
sortedness,0.11,H,8,140.779465,4.594465,3.183743,True,0.110913
sortedness,0.11,R,8,147.521948,5.585671,3.870601,True,0.110913
sortedness,0.12,I,8,210.460014,4.015662,2.782661,True,0.1198
sortedness,0.12,Q,8,186.002481,4.22901,2.9305,True,0.1198
sortedness,0.12,M,8,140.100274,6.121566,4.241951,True,0.1198
sortedness,0.12,H,8,145.736966,7.879011,5.459776,True,0.1198
sortedness,0.12,R,8,148.887431,8.759802,6.070121,True,0.1198
sortedness,0.13,I,8,207.303258,6.687857,4.634363,True,0.129925
sortedness,0.13,Q,8,188.637139,7.452436,5.16418,True,0.129925
sortedness,0.13,M,8,141.351186,4.835878,3.351031,True,0.129925
sortedness,0.13,H,8,142.002275,1.930494,1.337739,True,0.129925
sortedness,0.13,R,8,152.171337,8.049076,5.577622,True,0.129925
sortedness,0.14,I,11,204.488311,5.559919,3.285642,True,0.140827
sortedness,0.14,Q,11,187.596677,15.713615,9.285982,True,0.140827
sortedness,0.14,M,11,142.245535,5.332985,3.151535,True,0.140827
sortedness,0.14,H,11,148.472689,11.10893,6.564838,True,0.140827
sortedness,0.14,R,11,152.504807,7.179897,4.24297,True,0.140827
sortedness,0.15,I,8,218.816779,9.35593,6.48321,True,0.148612
sortedness,0.15,Q,8,191.063172,8.104236,5.615846,True,0.148612
sortedness,0.15,M,8,157.88727,5.524126,3.827954,True,0.148612
sortedness,0.15,H,8,151.796087,4.706618,3.26146,True,0.148612
sortedness,0.15,R,8,162.997992,8.511888,5.898329,True,0.148612
sortedness,0.16,I,9,207.393918,9.545845,6.236504,True,0.160422
sortedness,0.16,Q,9,183.466533,6.83068,4.462629,True,0.160422
sortedness,0.16,M,9,145.715884,10.148707,6.630367,True,0.160422
sortedness,0.16,H,9,147.013391,7.592733,4.960495,True,0.160422
sortedness,0.16,R,9,156.026123,11.160883,7.291643,True,0.160422
sortedness,0.17,I,8,207.11595,5.497544,3.809534,True,0.168675
sortedness,0.17,Q,8,179.87373,7.136593,4.945316,True,0.168675
sortedness,0.17,M,8,148.497903,8.720774,6.043077,True,0.168675
sortedness,0.17,H,8,144.678824,4.201259,2.91127,True,0.168675
sortedness,0.17,R,8,151.845233,6.105061,4.230514,True,0.168675
sortedness,0.18,I,9,207.378381,8.329116,5.441589,True,0.180822
sortedness,0.18,Q,9,181.4292,6.148563,4.016987,True,0.180822
sortedness,0.18,M,9,150.757127,6.725429,4.393866,True,0.180822
sortedness,0.18,H,9,144.835164,4.965349,3.243969,True,0.180822
sortedness,0.18,R,9,154.176777,10.444783,6.823799,True,0.180822
sortedness,0.19,I,8,203.376386,3.332687,2.309392,True,0.19085
sortedness,0.19,Q,8,177.248828,6.422583,4.450541,True,0.19085
sortedness,0.19,M,8,139.544046,4.88375,3.384204,True,0.19085
sortedness,0.19,H,8,139.835271,4.292246,2.97432,True,0.19085
sortedness,0.19,R,8,147.972074,4.116767,2.852722,True,0.19085
sortedness,0.2,I,8,201.678741,2.421173,1.677756,True,0.200125
sortedness,0.2,Q,8,175.864639,11.8726,8.227141,True,0.200125
sortedness,0.2,M,8,140.551568,3.594392,2.490741,True,0.200125
sortedness,0.2,H,8,139.860329,1.018897,0.706047,True,0.200125
sortedness,0.2,R,8,144.938489,4.361638,3.022405,True,0.200125
sortedness,0.21,I,11,203.390706,4.716219,2.787056,True,0.211155
sortedness,0.21,Q,11,171.982213,5.337876,3.154425,True,0.211155
sortedness,0.21,M,11,146.258293,12.189111,7.203172,True,0.211155
sortedness,0.21,H,11,140.125798,2.365296,1.397775,True,0.211155
sortedness,0.21,R,11,153.317195,8.129182,4.803951,True,0.211155
sortedness,0.22,I,8,221.906651,15.194793,10.529261,True,0.22035
sortedness,0.22,Q,8,183.389457,5.147189,3.566754,True,0.22035
sortedness,0.22,M,8,148.307602,5.139173,3.561199,True,0.22035
sortedness,0.22,H,8,150.286776,8.877789,6.151881,True,0.22035
sortedness,0.22,R,8,157.559249,7.331324,5.080255,True,0.22035
sortedness,0.23,I,8,219.248423,12.456149,8.631513,True,0.230225
sortedness,0.23,Q,8,181.659182,12.519126,8.675152,True,0.230225
sortedness,0.23,M,8,153.799556,7.841588,5.433844,True,0.230225
sortedness,0.23,H,8,148.87561,7.873786,5.456155,True,0.230225
sortedness,0.23,R,8,157.729102,9.661409,6.694892,True,0.230225
sortedness,0.24,I,8,204.056474,2.994246,2.074869,True,0.238038
sortedness,0.24,Q,8,167.727624,5.285431,3.66255,True,0.238038
sortedness,0.24,M,8,138.310378,3.015989,2.089935,True,0.238038
sortedness,0.24,H,8,139.972163,3.535372,2.449843,True,0.238038
sortedness,0.24,R,8,148.031775,3.22983,2.238117,True,0.238038
sortedness,0.25,I,8,207.400026,5.625473,3.898182,True,0.252075
sortedness,0.25,Q,8,171.219965,9.050891,6.271832,True,0.252075
sortedness,0.25,M,8,140.064796,3.133015,2.171029,True,0.252075
sortedness,0.25,H,8,140.992676,3.545576,2.456914,True,0.252075
sortedness,0.25,R,8,149.420726,7.684596,5.325055,True,0.252075
sortedness,0.26,I,8,210.589796,6.17829,4.281258,True,0.262637
sortedness,0.26,Q,8,173.268775,7.312133,5.066956,True,0.262637
sortedness,0.26,M,8,145.171821,7.722556,5.35136,True,0.262637
sortedness,0.26,H,8,143.14376,4.931037,3.416971,True,0.262637
sortedness,0.26,R,8,156.502248,7.038298,4.877202,True,0.262637
sortedness,0.27,I,8,206.851317,6.832297,4.734453,True,0.274312
sortedness,0.27,Q,8,166.342655,4.954636,3.433325,True,0.274312
sortedness,0.27,M,8,142.774699,5.832512,4.04165,True,0.274312
sortedness,0.27,H,8,142.749332,2.73528,1.895418,True,0.274312
sortedness,0.27,R,8,148.855633,5.917132,4.100288,True,0.274312
sortedness,0.28,I,11,212.460681,17.899422,10.577688,True,0.279564
sortedness,0.28,Q,11,164.355569,6.164626,3.642994,True,0.279564
sortedness,0.28,M,11,142.89595,6.082081,3.594214,True,0.279564
sortedness,0.28,H,11,141.895352,7.5724,4.47492,True,0.279564
sortedness,0.28,R,11,153.18466,11.192745,6.614368,True,0.279564
sortedness,0.29,I,8,212.705521,7.540896,5.225478,True,0.291075
sortedness,0.29,Q,8,169.518953,7.083588,4.908586,True,0.291075
sortedness,0.29,M,8,143.976297,6.308885,4.371754,True,0.291075
sortedness,0.29,H,8,147.324197,6.525255,4.521688,True,0.291075
sortedness,0.29,R,8,155.730307,9.939895,6.887869,True,0.291075
sortedness,0.3,I,40,207.237177,8.236965,2.552615,True,0.300945
sortedness,0.3,Q,40,164.167708,7.031643,2.179089,True,0.300945
sortedness,0.3,M,40,142.513449,6.541082,2.027065,True,0.300945
sortedness,0.3,H,40,141.978592,4.119451,1.276608,True,0.300945
sortedness,0.3,R,40,153.671033,26.189944,8.116199,False,0.300945
sortedness,0.31,I,8,210.766436,14.440106,10.006299,True,0.311425
sortedness,0.31,Q,8,164.796575,5.548775,3.845034,True,0.311425
sortedness,0.31,M,8,146.257955,9.187765,6.36668,True,0.311425
sortedness,0.31,H,8,148.800737,6.606461,4.57796,True,0.311425
sortedness,0.31,R,8,154.079876,5.925918,4.106376,True,0.311425
sortedness,0.32,I,13,216.316314,7.273386,3.953785,True,0.319885
sortedness,0.32,Q,13,174.366942,15.591398,8.475425,True,0.319885
sortedness,0.32,M,13,152.165453,10.46336,5.687843,True,0.319885
sortedness,0.32,H,13,147.728064,5.180756,2.816239,True,0.319885
sortedness,0.32,R,13,155.562501,7.807756,4.244267,True,0.319885
sortedness,0.33,I,8,204.422586,6.739754,4.670326,True,0.330675
sortedness,0.33,Q,8,162.32787,8.216927,5.693935,True,0.330675
sortedness,0.33,M,8,141.85723,4.549287,3.152437,True,0.330675
sortedness,0.33,H,8,142.532123,5.291524,3.666772,True,0.330675
sortedness,0.33,R,8,149.460408,5.090509,3.527478,True,0.330675
sortedness,0.34,I,10,205.824272,5.011575,3.106149,True,0.34044
sortedness,0.34,Q,10,161.1217,12.213909,7.57012,True,0.34044
sortedness,0.34,M,10,147.139194,4.790577,2.969176,True,0.34044
sortedness,0.34,H,10,144.184345,4.608281,2.85619,True,0.34044
sortedness,0.34,R,10,151.76917,8.347244,5.173581,True,0.34044
sortedness,0.35,I,8,209.570176,10.623326,7.361454,True,0.349863
sortedness,0.35,Q,8,159.932184,6.878145,4.766224,True,0.349863
sortedness,0.35,M,8,148.211103,7.166663,4.966153,True,0.349863
sortedness,0.35,H,8,142.232528,3.422345,2.371521,True,0.349863
sortedness,0.35,R,8,153.493835,4.966863,3.441797,True,0.349863
sortedness,0.36,I,8,206.253846,3.864151,2.677671,True,0.361375
sortedness,0.36,Q,8,155.832277,3.684616,2.553262,True,0.361375
sortedness,0.36,M,8,140.75043,4.634251,3.211313,True,0.361375
sortedness,0.36,H,8,143.286806,6.607253,4.578508,True,0.361375
sortedness,0.36,R,8,147.904282,4.440701,3.077192,True,0.361375
sortedness,0.37,I,8,203.412169,5.406841,3.746681,True,0.369812
sortedness,0.37,Q,8,152.577015,5.078971,3.519483,True,0.369812
sortedness,0.37,M,8,139.008009,5.087093,3.525111,True,0.369812
sortedness,0.37,H,8,140.73756,2.996201,2.076223,True,0.369812
sortedness,0.37,R,8,146.104582,2.498364,1.731246,True,0.369812
sortedness,0.38,I,8,218.44465,12.901001,8.939774,True,0.378375
sortedness,0.38,Q,8,166.09609,9.490174,6.576234,True,0.378375
sortedness,0.38,M,8,151.902579,5.907377,4.093528,True,0.378375
sortedness,0.38,H,8,149.893067,4.108577,2.847046,True,0.378375
sortedness,0.38,R,8,158.870734,9.275724,6.427631,True,0.378375
sortedness,0.39,I,27,210.268832,8.26314,3.116817,True,0.389541
sortedness,0.39,Q,27,155.823233,7.719852,2.911891,True,0.389541
sortedness,0.39,M,27,146.526302,18.982174,7.159986,True,0.389541
sortedness,0.39,H,27,145.520393,10.238706,3.861991,True,0.389541
sortedness,0.39,R,27,150.874599,7.598542,2.866134,True,0.389541
sortedness,0.4,I,8,205.911926,4.942882,3.42518,True,0.399625
sortedness,0.4,Q,8,148.96647,4.609252,3.19399,True,0.399625
sortedness,0.4,M,8,141.766067,4.699372,3.256439,True,0.399625
sortedness,0.4,H,8,140.055511,6.407649,4.440193,True,0.399625
sortedness,0.4,R,8,143.832281,3.814148,2.643021,True,0.399625
sortedness,0.41,I,8,203.58645,3.907292,2.707565,True,0.41125
sortedness,0.41,Q,8,148.293322,2.769731,1.919291,True,0.41125
sortedness,0.41,M,8,138.683469,1.309223,0.907229,True,0.41125
sortedness,0.41,H,8,140.655129,4.903644,3.39799,True,0.41125
sortedness,0.41,R,8,147.135541,4.250509,2.945399,True,0.41125
sortedness,0.42,I,9,207.045001,5.213694,3.406218,True,0.416733
sortedness,0.42,Q,9,153.946273,5.893389,3.850277,True,0.416733
sortedness,0.42,M,9,146.342434,10.927567,7.139213,True,0.416733
sortedness,0.42,H,9,143.591511,5.383379,3.517076,True,0.416733
sortedness,0.42,R,9,151.557367,6.236274,4.074291,True,0.416733
sortedness,0.43,I,13,204.517572,3.821098,2.077134,True,0.433138
sortedness,0.43,Q,13,152.280376,13.525588,7.352458,True,0.433138
sortedness,0.43,M,13,145.262442,6.851124,3.724245,True,0.433138
sortedness,0.43,H,13,141.99538,4.024082,2.187476,True,0.433138
sortedness,0.43,R,13,146.628584,4.397865,2.390663,True,0.433138
sortedness,0.44,I,8,205.68995,9.974961,6.912168,True,0.4368
sortedness,0.44,Q,8,147.934458,3.713409,2.573214,True,0.4368
sortedness,0.44,M,8,138.829323,2.639345,1.828939,True,0.4368
sortedness,0.44,H,8,139.569811,4.498077,3.116951,True,0.4368
sortedness,0.44,R,8,147.460356,5.189111,3.595805,True,0.4368
sortedness,0.45,I,8,203.18262,5.345067,3.703875,True,0.450675
sortedness,0.45,Q,8,145.268597,2.352644,1.630269,True,0.450675
sortedness,0.45,M,8,138.847443,3.363715,2.330893,True,0.450675
sortedness,0.45,H,8,139.786016,2.556882,1.771796,True,0.450675
sortedness,0.45,R,8,145.152168,9.222413,6.390689,True,0.450675
sortedness,0.46,I,8,210.000993,11.437805,7.925849,True,0.463638
sortedness,0.46,Q,8,148.005145,6.839569,4.739492,True,0.463638
sortedness,0.46,M,8,140.776542,3.259017,2.258342,True,0.463638
sortedness,0.46,H,8,141.705851,5.931295,4.110102,True,0.463638
sortedness,0.46,R,8,146.645473,3.949309,2.736681,True,0.463638
sortedness,0.47,I,8,205.729495,6.344055,4.396125,True,0.469588
sortedness,0.47,Q,8,144.808055,3.35557,2.325249,True,0.469588
sortedness,0.47,M,8,144.031311,4.790289,3.31944,True,0.469588
sortedness,0.47,H,8,140.497172,4.687502,3.248214,True,0.469588
sortedness,0.47,R,8,149.427641,4.405092,3.052517,True,0.469588
sortedness,0.48,I,21,200.080108,5.751401,2.459869,True,0.480562
sortedness,0.48,Q,21,144.550277,7.142979,3.055046,True,0.480562
sortedness,0.48,M,21,141.777306,5.994181,2.563707,True,0.480562
sortedness,0.48,H,21,144.34907,10.110064,4.324066,True,0.480562
sortedness,0.48,R,21,153.64912,17.252126,7.378721,True,0.480562
sortedness,0.49,I,17,196.758569,14.899207,7.082504,True,0.492212
sortedness,0.49,Q,17,144.147474,6.643426,3.158026,True,0.492212
sortedness,0.49,M,17,145.33734,9.517112,4.524065,True,0.492212
sortedness,0.49,H,17,151.04347,15.692128,7.459427,True,0.492212
sortedness,0.49,R,17,151.057931,7.791243,3.703654,True,0.492212
sortedness,0.5,I,19,175.070583,18.730464,8.422089,True,0.501037
sortedness,0.5,Q,19,141.330716,4.246823,1.909569,True,0.501037
sortedness,0.5,M,19,140.133766,4.701939,2.114211,True,0.501037
sortedness,0.5,H,19,141.43178,5.829982,2.621431,True,0.501037
sortedness,0.5,R,19,147.354317,5.551076,2.496022,True,0.501037
sortedness,0.51,I,8,148.327341,5.779751,4.00509,True,0.513
sortedness,0.51,Q,8,151.143149,9.374457,6.496048,True,0.513
sortedness,0.51,M,8,139.855521,6.439282,4.462112,True,0.513
sortedness,0.51,H,8,142.068025,4.777242,3.310399,True,0.513
sortedness,0.51,R,8,149.076697,7.124985,4.937272,True,0.513
sortedness,0.52,I,20,155.265732,8.79954,3.856497,True,0.521225
sortedness,0.52,Q,20,158.630097,15.97977,7.003314,True,0.521225
sortedness,0.52,M,20,149.185366,13.119986,5.749982,True,0.521225
sortedness,0.52,H,20,155.353826,17.285477,7.575555,True,0.521225
sortedness,0.52,R,20,156.384685,10.400755,4.558248,True,0.521225
sortedness,0.53,I,9,149.603126,10.48871,6.852498,True,0.528678
sortedness,0.53,Q,9,151.879621,6.076938,3.970193,True,0.528678
sortedness,0.53,M,9,147.283901,6.705361,4.380756,True,0.528678
sortedness,0.53,H,9,142.718278,4.420971,2.888315,True,0.528678
sortedness,0.53,R,9,150.631254,7.898744,5.160418,True,0.528678
sortedness,0.54,I,16,148.115928,14.344574,7.028712,True,0.540725
sortedness,0.54,Q,16,157.664716,9.268941,4.541698,True,0.540725
sortedness,0.54,M,16,145.372219,5.868044,2.875289,True,0.540725
sortedness,0.54,H,16,145.566675,8.396271,4.114097,True,0.540725
sortedness,0.54,R,16,153.337672,11.104117,5.440917,True,0.540725
sortedness,0.55,I,13,146.099881,7.505773,4.08011,True,0.550631
sortedness,0.55,Q,13,157.761007,7.131895,3.876871,True,0.550631
sortedness,0.55,M,13,151.648631,13.721195,7.458789,True,0.550631
sortedness,0.55,H,13,146.301304,7.151031,3.887273,True,0.550631
sortedness,0.55,R,13,155.497394,10.537684,5.728245,True,0.550631
sortedness,0.56,I,8,151.242024,5.343705,3.702931,True,0.559125
sortedness,0.56,Q,8,173.378136,4.136783,2.866591,True,0.559125
sortedness,0.56,M,8,159.830284,4.98764,3.456195,True,0.559125
sortedness,0.56,H,8,159.475407,10.579169,7.330855,True,0.559125
sortedness,0.56,R,8,165.495528,4.312658,2.988464,True,0.559125
sortedness,0.57,I,25,148.455459,18.433698,7.225877,True,0.571488
sortedness,0.57,Q,25,164.54648,11.548486,4.526923,True,0.571488
sortedness,0.57,M,25,147.748734,8.535485,3.345849,True,0.571488
sortedness,0.57,H,25,146.63626,7.618376,2.986349,True,0.571488
sortedness,0.57,R,25,153.401812,7.906151,3.099154,True,0.571488
sortedness,0.58,I,21,145.801675,9.893535,4.231457,True,0.577086
sortedness,0.58,Q,21,162.925811,7.607458,3.253704,True,0.577086
sortedness,0.58,M,21,144.567317,7.322458,3.131809,True,0.577086
sortedness,0.58,H,21,149.24593,17.155786,7.337516,True,0.577086
sortedness,0.58,R,21,153.701448,9.548635,4.083944,True,0.577086
sortedness,0.59,I,8,140.497389,2.909885,2.01641,True,0.589613
sortedness,0.59,Q,8,164.5988,4.362323,3.02288,True,0.589613
sortedness,0.59,M,8,145.401031,6.154081,4.264482,True,0.589613
sortedness,0.59,H,8,143.62772,5.502622,3.813053,True,0.589613
sortedness,0.59,R,8,148.083855,4.766826,3.303181,True,0.589613
sortedness,0.6,I,8,139.676494,1.862601,1.290693,True,0.59905
sortedness,0.6,Q,8,161.082033,2.890427,2.002927,True,0.59905
sortedness,0.6,M,8,141.3769,2.167388,1.501895,True,0.59905
sortedness,0.6,H,8,143.266977,1.833504,1.27053,True,0.59905
sortedness,0.6,R,8,152.318396,8.533242,5.913127,True,0.59905
sortedness,0.61,I,8,143.563689,9.110165,6.312906,True,0.607413
sortedness,0.61,Q,8,168.434916,5.553148,3.848065,True,0.607413
sortedness,0.61,M,8,143.953628,6.628594,4.593297,True,0.607413
sortedness,0.61,H,8,143.572057,5.136155,3.559108,True,0.607413
sortedness,0.61,R,8,150.981252,4.592624,3.182468,True,0.607413
sortedness,0.62,I,8,144.054956,5.302332,3.674261,True,0.62135
sortedness,0.62,Q,8,170.588494,5.809664,4.025818,True,0.62135
sortedness,0.62,M,8,142.732698,4.250973,2.94572,True,0.62135
sortedness,0.62,H,8,149.151078,7.679948,5.321835,True,0.62135
sortedness,0.62,R,8,155.448737,10.949835,7.587709,True,0.62135
sortedness,0.63,I,8,140.023933,3.751671,2.599728,True,0.629238
sortedness,0.63,Q,8,165.065059,5.564693,3.856064,True,0.629238
sortedness,0.63,M,8,140.720467,7.015675,4.861526,True,0.629238
sortedness,0.63,H,8,142.306015,2.610239,1.80877,True,0.629238
sortedness,0.63,R,8,149.142686,5.919462,4.101902,True,0.629238
sortedness,0.64,I,8,146.489759,8.01774,5.555908,True,0.639537
sortedness,0.64,Q,8,176.301975,9.109149,6.312202,True,0.639537
sortedness,0.64,M,8,144.727706,5.081763,3.521417,True,0.639537
sortedness,0.64,H,8,148.762594,6.161248,4.269448,True,0.639537
sortedness,0.64,R,8,158.993023,9.545537,6.614598,True,0.639537
sortedness,0.65,I,8,142.570531,6.714834,4.653057,True,0.651013
sortedness,0.65,Q,8,178.298366,11.406208,7.903954,True,0.651013
sortedness,0.65,M,8,144.383328,6.994265,4.84669,True,0.651013
sortedness,0.65,H,8,144.512273,5.074489,3.516377,True,0.651013
sortedness,0.65,R,8,149.692553,5.396566,3.73956,True,0.651013
sortedness,0.66,I,8,142.609546,4.751888,3.29283,True,0.659625
sortedness,0.66,Q,8,176.586053,4.073676,2.822862,True,0.659625
sortedness,0.66,M,8,146.495374,8.93872,6.194103,True,0.659625
sortedness,0.66,H,8,146.094923,5.825511,4.036799,True,0.659625
sortedness,0.66,R,8,149.297581,2.29237,1.588502,True,0.659625
sortedness,0.67,I,8,137.191884,4.441035,3.077424,True,0.670238
sortedness,0.67,Q,8,173.989905,4.272255,2.960467,True,0.670238
sortedness,0.67,M,8,140.508641,4.614232,3.197441,True,0.670238
sortedness,0.67,H,8,143.042472,4.987229,3.45591,True,0.670238
sortedness,0.67,R,8,149.737224,5.581924,3.868005,True,0.670238
sortedness,0.68,I,8,136.897001,2.242985,1.554281,True,0.68055
sortedness,0.68,Q,8,174.648546,4.178753,2.895675,True,0.68055
sortedness,0.68,M,8,142.172174,3.784025,2.622147,True,0.68055
sortedness,0.68,H,8,142.262923,3.371383,2.336206,True,0.68055
sortedness,0.68,R,8,148.37449,4.457505,3.088837,True,0.68055
sortedness,0.69,I,8,139.04633,3.625427,2.512247,True,0.690875
sortedness,0.69,Q,8,175.576113,3.198274,2.21625,True,0.690875
sortedness,0.69,M,8,139.877394,1.788779,1.239538,True,0.690875
sortedness,0.69,H,8,140.722517,2.388181,1.654895,True,0.690875
sortedness,0.69,R,8,147.588943,3.39559,2.35298,True,0.690875
sortedness,0.7,I,10,144.602756,10.500736,6.508304,True,0.69962
sortedness,0.7,Q,10,178.629309,5.202349,3.22439,True,0.69962
sortedness,0.7,M,10,140.304178,5.299826,3.284806,True,0.69962
sortedness,0.7,H,10,147.083779,9.234766,5.723662,True,0.69962
sortedness,0.7,R,10,148.003603,6.02083,3.73168,True,0.69962
sortedness,0.71,I,8,143.79866,8.087539,5.604276,True,0.7111
sortedness,0.71,Q,8,187.445679,8.281757,5.73886,True,0.7111
sortedness,0.71,M,8,143.671792,4.18144,2.897537,True,0.7111
sortedness,0.71,H,8,144.648895,2.908127,2.015192,True,0.7111
sortedness,0.71,R,8,152.202326,5.768172,3.997066,True,0.7111
sortedness,0.72,I,40,139.640371,6.400037,1.983356,True,0.721072
sortedness,0.72,Q,40,181.722851,6.32449,1.959944,True,0.721072
sortedness,0.72,M,40,142.264246,6.801099,2.107644,True,0.721072
sortedness,0.72,H,40,151.113555,42.274789,13.100852,False,0.721072
sortedness,0.72,R,40,150.303212,7.911948,2.451893,True,0.721072
sortedness,0.73,I,8,143.372606,5.583788,3.869297,True,0.729038
sortedness,0.73,Q,8,189.087242,8.847356,6.130792,True,0.729038
sortedness,0.73,M,8,143.584337,5.920063,4.102319,True,0.729038
sortedness,0.73,H,8,143.01679,4.973445,3.446358,True,0.729038
sortedness,0.73,R,8,151.493848,3.904628,2.705719,True,0.729038
sortedness,0.74,I,8,139.233522,3.992466,2.766587,True,0.740237
sortedness,0.74,Q,8,182.553367,5.908391,4.094231,True,0.740237
sortedness,0.74,M,8,139.830374,3.929793,2.723158,True,0.740237
sortedness,0.74,H,8,141.591826,2.75595,1.909741,True,0.740237
sortedness,0.74,R,8,146.390483,4.30666,2.984308,True,0.740237
sortedness,0.75,I,8,136.042335,3.262023,2.260425,True,0.750687
sortedness,0.75,Q,8,184.602497,5.828088,4.038585,True,0.750687
sortedness,0.75,M,8,137.734822,2.172618,1.50552,True,0.750687
sortedness,0.75,H,8,142.026145,3.893431,2.69796,True,0.750687
sortedness,0.75,R,8,148.912364,4.236939,2.935995,True,0.750687
sortedness,0.76,I,8,138.127795,6.512102,4.512574,True,0.759613
sortedness,0.76,Q,8,184.701625,6.652499,4.609862,True,0.759613
sortedness,0.76,M,8,139.181525,5.216098,3.614505,True,0.759613
